"Exp","Site","Hole","Latitude_DD","Longitude_DD","Water.depth..m.","Penetration.DSF..m.","Cored.interval..m.","Recovered.length..m.","Recovery....","Drilled.interval..m.","Drilled.interval..no..","Total.cores..no..","APC.cores..no..","HLAPC.cores..no..","XCB.cores..no..","RCB.cores..no..","Other.cores..no..","Date.started..UTC.","Date.finished..UTC.","Time.on.hole..days.","Comments","Latitude","Longitude","program","repository"
"109","395","C",22.7583333333333,-46.0816666666667,4490.2,NA,NA,NA,0,NA,0,0,0,0,0,0,3,NA,NA,0,NA,"22 45.5 N","46 4.9 W","ODP","BCR"
"109","648","B",22.922,-44.94708,3329.9,105.5,105.5,17.6,16.68,NA,0,14,0,0,0,14,0,"05/12/1986 08:00","05/29/1986 20:00",0,NA,"22 55.32 N","44 56.8248 W","ODP","BCR"
"109","669","A",23.517,-45.0458,1979,4,4,0.1,2.5,NA,0,1,0,0,0,0,1,"06/02/1986 02:00",NA,0,NA,"23 31.02 N","45 2.748 W","ODP","BCR"
"109","670","A",23.1666,-45.0322,3625,76.6,76.6,4.58,5.98,NA,0,7,0,0,0,5,5,"06/12/1986 17:30","06/16/1986 10:00",0,NA,"23 9.996 N","45 1.932 W","ODP","BCR"
"11","100","*",24.6878,-73.7997,5325,93,93,29.4,31.61,NA,0,13,0,0,0,13,0,NA,NA,0,NA,"24 41.268 N","73 47.982 W","DSDP","BCR"
"11","101","*",25.1988,-74.4385,4868,18,18,16.05,89.17,NA,0,2,0,0,0,2,0,NA,NA,0,NA,"25 11.928 N","74 26.31 W","DSDP","BCR"
"11","101","A",25.1988,-74.4385,4868,89,89,23.5,26.4,NA,0,10,0,0,0,10,0,NA,NA,0,NA,"25 11.928 N","74 26.31 W","DSDP","BCR"
"11","102","*",30.7322,-74.4523,3426,109,109,93.68,85.94,NA,0,19,0,0,0,19,0,NA,NA,0,NA,"30 43.932 N","74 27.138 W","DSDP","BCR"
"11","103","*",30.4513,-74.5832,3964,62,62,39.2,63.23,NA,0,7,0,0,0,7,0,NA,NA,0,NA,"30 27.078 N","74 34.992 W","DSDP","BCR"
"11","104","*",30.8275,-74.3273,3811,83,74,57.6,77.84,9,1,9,0,0,0,9,0,NA,NA,0,NA,"30 49.65 N","74 19.638 W","DSDP","BCR"
"11","105","*",34.8953,-69.1733,5251,363,363,195.9,53.97,NA,0,43,0,0,0,43,0,NA,NA,0,NA,"34 53.718 N","69 10.398 W","DSDP","BCR"
"11","106","*",36.4335,-69.4615,4500,48,39,21.5,55.13,9,1,5,0,0,0,5,0,NA,NA,0,NA,"36 26.01 N","69 27.69 W","DSDP","BCR"
"11","106","B",36.4213,-69.4302,4500,46.5,46.5,33.4,71.83,NA,0,7,0,0,0,7,0,NA,NA,0,NA,"36 25.278 N","69 25.812 W","DSDP","BCR"
"11","107","*",38.6598,-72.4753,2571,12,3,1.5,50,9,1,1,0,0,0,1,0,NA,NA,0,NA,"38 39.588 N","72 28.518 W","DSDP","BCR"
"11","108","*",38.8045,-72.6535,1845,170,36,7.2,20,134,2,2,0,0,0,2,0,NA,NA,0,NA,"38 48.27 N","72 39.21 W","DSDP","BCR"
"11","98","*",25.3825,-77.3113,2769,122,122,72.98,59.82,NA,0,15,0,0,0,15,0,NA,NA,0,NA,"25 22.95 N","77 18.678 W","DSDP","BCR"
"11","99","A",23.6857,-73.8498,4914,79,53,28.75,54.25,26,4,10,0,0,0,10,0,NA,NA,0,NA,"23 41.142 N","73 50.988 W","DSDP","BCR"
"110","671","A",15.5258,-58.7325,4931.1,5,5,5.02,100.4,NA,0,1,1,0,0,0,0,"06/28/1986 10:37",NA,0,NA,"15 31.548 N","58 43.95 W","ODP","BCR"
"110","671","B",15.5258,-58.7325,4931.7,691.2,691.2,553.13,80.02,NA,0,74,10,0,64,0,0,"06/28/1986 15:30","07/08/1986 07:40",0,NA,"15 31.548 N","58 43.95 W","ODP","BCR"
"110","671","C",15.528,-58.7328,4936.5,19,19,16.66,87.68,NA,0,2,0,0,2,0,0,"07/13/1986 09:00","07/14/1986 03:45",0,NA,"15 31.68 N","58 43.968 W","ODP","BCR"
"110","671","D",15.5247,-58.7313,4942.5,9,9,0,0,NA,0,1,0,0,1,0,0,NA,NA,0,NA,"15 31.482 N","58 43.878 W","ODP","BCR"
"110","672","A",15.54,-58.641,4982.5,493.8,493.8,382.62,77.48,NA,0,53,14,0,39,0,0,"07/15/1986 21:10","07/21/1986 05:00",0,NA,"15 32.4 N","58 38.46 W","ODP","BCR"
"110","673","A",15.5317,-58.81,4667.4,36.4,36.4,33.33,91.57,NA,0,4,4,0,0,0,0,"07/23/1986 04:45","07/23/1986 11:00",0,NA,"15 31.902 N","58 48.6 W","ODP","BCR"
"110","673","B",15.532,-58.8082,4678.7,330.6,330.6,247.05,74.73,NA,0,35,6,0,29,0,0,"07/24/1986 10:15","07/28/1986 12:00",0,NA,"15 31.92 N","58 48.492 W","ODP","BCR"
"110","674","A",15.5382,-58.8515,4550.2,452.6,452.6,354.58,78.34,NA,0,48,4,0,44,0,0,"07/29/1986 00:20","08/02/1986 21:30",0,NA,"15 32.292 N","58 51.09 W","ODP","BCR"
"110","675","A",15.5295,-58.7168,5007.8,66.7,66.7,44.74,67.08,NA,0,8,1,0,7,0,0,"08/04/1986 07:20","08/06/1986 11:10",0,NA,"15 31.77 N","58 43.008 W","ODP","BCR"
"110","676","A",15.5308,-58.7033,5059.6,310.2,310.2,262.09,84.49,NA,0,33,11,0,22,0,0,"08/10/1986 21:10","08/13/1986 22:00",0,NA,"15 31.848 N","58 42.198 W","ODP","BCR"
"111","504","B",1.22685,-83.7303,3460,209,209,27.36,13.09,NA,0,29,0,0,0,27,2,"09/06/1986 18:45","10/09/1986 05:30",0,NA,"1 13.611 N","83 43.818 W","ODP","GCR"
"111","677","A",1.2023,-83.737,3472,309.4,309.4,279.44,90.32,NA,0,34,15,0,19,0,0,"09/30/1986 17:30","10/03/1986 13:45",0,NA,"1 12.138 N","83 44.22 W","ODP","GCR"
"111","677","B",1.2024,-83.737,3473,93.1,93.1,93.03,99.92,NA,0,10,10,0,0,0,0,"10/03/1986 17:15","10/04/1986 07:00",0,NA,"1 12.144 N","83 44.22 W","ODP","GCR"
"111","678","A",1.2168,-83.7232,3464,0.6,0.6,0.54,90,NA,0,1,1,0,0,0,0,"10/04/1986 14:45",NA,0,NA,"1 13.008 N","83 43.392 W","ODP","GCR"
"111","678","B",1.2168,-83.7232,3465,28.8,28.8,27.72,96.25,NA,0,4,3,0,1,0,1,"10/04/1986 16:15","10/05/1986 04:30",0,NA,"1 13.008 N","83 43.392 W","ODP","GCR"
"112","679","A",-11.0586666666667,-78.2653,434,7,7,7,100,NA,0,1,1,0,0,0,0,"10/31/1986 17:35",NA,0,NA,"11 3.52 S","78 15.918 W","ODP","GCR"
"112","679","B",-11.0633333333333,-78.2723333333333,458,107.2,107.2,102.99,96.07,NA,0,13,13,0,0,0,0,"10/31/1986 21:35","11/01/1986 05:40",0,NA,"11 3.8 S","78 16.34 W","ODP","GCR"
"112","679","C",-11.0635,-78.2721666666667,458,75.5,75.5,69.78,92.42,NA,0,8,8,0,0,0,0,"11/01/1986 08:35","11/01/1986 11:36",0,NA,"11 3.81 S","78 16.33 W","ODP","GCR"
"112","679","D",-11.0638333333333,-78.2721666666667,462,245.2,245.2,116.03,47.32,NA,0,27,12,0,15,0,0,"11/01/1986 14:10","11/02/1986 11:50",0,NA,"11 3.83 S","78 16.33 W","ODP","GCR"
"112","679","E",-11.063,-78.2723333333333,462,114,114,36.3,31.84,NA,0,13,0,0,13,0,0,"11/03/1986 02:28","11/04/1986 01:50",0,NA,"11 3.78 S","78 16.34 W","ODP","GCR"
"112","680","A",-11.065,-78.0778333333333,272,93.8,93.8,81.19,86.56,NA,0,10,10,0,0,0,0,"11/05/1986 13:40","11/05/1986 16:55",0,NA,"11 3.9 S","78 4.67 W","ODP","GCR"
"112","680","B",-11.065,-78.0778333333333,273,195.5,195.5,98.45,50.36,NA,0,22,11,0,11,0,0,"11/05/1986 21:20","11/06/1986 10:34",0,NA,"11 3.9 S","78 4.67 W","ODP","GCR"
"112","680","C",-11.065,-78.0778333333333,272,34.3,34.3,35.04,102.16,NA,0,4,4,0,0,0,0,"11/06/1986 15:00","11/06/1986 21:00",0,NA,"11 3.9 S","78 4.67 W","ODP","GCR"
"112","681","A",-10.9766666666667,-77.9576666666667,161,187,187,112.4,60.11,NA,0,20,12,0,8,0,0,"11/07/1986 07:56","11/07/1986 21:15",0,NA,"10 58.6 S","77 57.46 W","ODP","GCR"
"112","681","B",-10.9766666666667,-77.9576666666667,162,143.5,143.5,97.3,67.8,NA,0,16,10,0,6,0,0,"11/08/1986 00:40","11/08/1986 12:00",0,NA,"10 58.6 S","77 57.46 W","ODP","GCR"
"112","681","C",-10.9766666666667,-77.9576666666667,162,91.4,91.4,86.24,94.35,NA,0,10,10,0,0,0,0,"11/08/1986 13:45","11/08/1986 15:41",0,NA,"10 58.6 S","77 57.46 W","ODP","GCR"
"112","682","A",-11.2665,-79.0621666666667,3801,436.7,436.7,127.04,29.09,NA,0,48,5,0,43,0,0,"11/09/1986 14:00","11/13/1986 20:00",0,NA,"11 15.99 S","79 3.73 W","ODP","GCR"
"112","683","A",-9.02816666666667,-80.4066666666667,3087,419.2,419.2,217.67,51.93,NA,0,45,9,0,36,0,0,"11/15/1986 16:25","11/18/1986 17:00",0,NA,"9 1.69 S","80 24.4 W","ODP","GCR"
"112","683","B",-9.0265,-80.4043333333333,3077,85.5,85.5,30.67,35.87,NA,0,9,0,0,9,0,0,"11/19/1986 10:55","11/20/1986 07:10",0,NA,"9 1.59 S","80 24.26 W","ODP","GCR"
"112","684","A",-8.9915,-79.9558333333333,438,136.1,136.1,72.5,53.27,NA,0,15,8,0,7,0,0,"11/21/1986 04:53","11/21/1986 14:40",0,NA,"8 59.49 S","79 57.35 W","ODP","GCR"
"112","684","B",-8.9915,-79.9558333333333,439,55,55,37.17,67.58,NA,0,6,5,0,1,0,0,"11/21/1986 16:35","11/21/1986 19:35",0,NA,"8 59.49 S","79 57.35 W","ODP","GCR"
"112","684","C",-8.9915,-79.9558333333333,438,115,115,56.23,48.9,NA,0,13,5,0,8,0,0,"11/21/1986 21:20","11/22/1986 06:30",0,NA,"8 59.49 S","79 57.35 W","ODP","GCR"
"112","685","A",-9.113,-80.5835,5093,468.6,468.6,278.65,59.46,NA,0,51,4,0,47,0,0,"11/23/1986 03:40","11/28/1986 13:55",0,NA,"9 6.78 S","80 35.01 W","ODP","GCR"
"112","686","A",-13.4801666666667,-76.8915,454,205.7,205.7,181.71,88.34,NA,0,23,8,0,15,0,0,"12/01/1986 21:55","12/02/1986 10:05",0,NA,"13 28.81 S","76 53.49 W","ODP","GCR"
"112","686","B",-13.4801666666667,-76.8915,458,303,303,225.53,74.43,NA,0,32,5,0,27,0,0,"12/02/1986 12:10","12/02/1986 21:50",0,NA,"13 28.81 S","76 53.49 W","ODP","GCR"
"112","687","A",-12.863,-76.9905,316,207,207,108.29,52.31,NA,0,22,6,0,16,0,0,"12/03/1986 08:10","12/03/1986 17:20",0,NA,"12 51.78 S","76 59.43 W","ODP","GCR"
"112","687","B",-12.863,-76.9905,316,195.3,195.3,87.43,44.77,NA,0,22,11,0,11,0,0,"12/03/1986 19:30","12/04/1986 03:55",0,NA,"12 51.78 S","76 59.43 W","ODP","GCR"
"112","688","A",-11.5376666666667,-78.9428333333333,3827,350.3,350.3,245.29,70.02,NA,0,37,7,0,30,0,0,"12/05/1986 02:00","12/06/1986 21:30",0,NA,"11 32.26 S","78 56.57 W","ODP","GCR"
"112","688","B",-11.5376666666667,-78.9428333333333,3830,9.5,9.5,0,0,NA,0,1,0,0,0,1,1,NA,NA,0,NA,"11 32.26 S","78 56.57 W","ODP","GCR"
"112","688","C",-11.5376666666667,-78.9428333333333,3829,9.5,9.5,1.19,12.53,NA,0,1,0,0,0,1,0,"12/09/1986 14:00",NA,0,NA,"11 32.26 S","78 56.57 W","ODP","GCR"
"112","688","D",-11.5376666666667,-78.9428333333333,3836,NA,NA,NA,0,NA,0,0,0,0,0,0,1,NA,NA,0,NA,"11 32.26 S","78 56.57 W","ODP","GCR"
"112","688","E",-11.538,-78.9441666666667,3827,429,429,151.98,35.43,NA,0,46,0,0,0,46,0,"12/11/1986 23:35","12/18/1986 08:50",0,NA,"11 32.28 S","78 56.65 W","ODP","GCR"
"113","689","A",-64.517,3.0999,2080,9.5,9.5,9.35,98.42,NA,0,1,1,0,0,0,0,"01/16/1987 08:00",NA,0,NA,"64 31.02 S","3 5.994 E","ODP","GCR"
"113","689","B",-64.517,3.0999,2080,297.3,297.3,229.45,77.18,NA,0,33,21,0,12,0,0,"01/16/1987 09:30","01/18/1987 04:45",0,NA,"64 31.02 S","3 5.994 E","ODP","GCR"
"113","689","C",-64.517,3.1004,2080.3,27.6,27.6,20.54,74.42,NA,0,3,3,0,0,0,0,"01/18/1987 09:00","01/18/1987 12:15",0,NA,"64 31.02 S","3 6.024 E","ODP","GCR"
"113","689","D",-64.517,3.1004,2080.3,115.7,115.7,115.97,100.23,NA,0,12,12,0,0,0,0,"01/18/1987 15:40","01/19/1987 03:15",0,NA,"64 31.02 S","3 6.024 E","ODP","GCR"
"113","690","A",-65.16048,1.20493,2914,7.7,7.7,9.86,128.05,NA,0,1,1,0,0,0,0,"01/20/1987 03:15",NA,0,NA,"65 9.6288 S","1 12.2958 E","ODP","GCR"
"113","690","B",-65.16048,1.20493,2914,213.4,213.4,214.75,100.63,NA,0,25,25,0,0,0,0,"01/20/1987 04:45","01/21/1987 07:00",0,NA,"65 9.6288 S","1 12.2958 E","ODP","GCR"
"113","690","C",-65.16035,1.20475,2914,200.6,200.6,177.19,88.33,NA,0,23,9,0,14,0,1,"01/21/1987 13:15","01/23/1987 13:00",0,NA,"65 9.621 S","1 12.285 E","ODP","GCR"
"113","691","A",-70.742,-13.811,3035,0.1,0.1,0.05,50,NA,0,1,0,0,0,1,0,"01/26/1987 04:00","01/26/1987 00:00",0,NA,"70 44.52 S","13 48.66 W","ODP","GCR"
"113","691","B",-70.744,-13.8093,2038,1.7,1.7,0,0,NA,0,1,1,0,0,0,0,"01/26/1987 00:00","01/26/1987 00:00",0,NA,"70 44.64 S","13 48.558 W","ODP","GCR"
"113","691","C",-70.743,-13.8113,3025,12.7,12.7,0,0,NA,0,1,1,0,0,0,0,"01/26/1987 00:00","01/27/1987 21:00",0,NA,"70 44.58 S","13 48.678 W","ODP","GCR"
"113","692","A",-70.72411,-13.82013,2880,6.7,6.7,0.65,9.7,NA,0,1,0,0,0,1,0,"01/27/1987 21:00",NA,0,NA,"70 43.4466 S","13 49.2078 W","ODP","GCR"
"113","692","B",-70.72387,-13.81992,2875,97.9,97.9,29.3,29.93,NA,0,11,0,0,0,11,2,"01/27/1987 00:30","01/29/1987 12:45",0,NA,"70 43.4322 S","13 49.1952 W","ODP","GCR"
"113","693","A",-70.83153,-14.5735,2359,483.9,483.9,213.58,44.14,NA,0,51,0,0,0,51,0,"01/30/1987 16:15","02/04/1987 00:45",0,NA,"70 49.8918 S","14 34.41 W","ODP","GCR"
"113","693","B",-70.83147,-14.57435,2359,167.4,167.4,92.16,55.05,NA,0,18,2,0,16,0,1,"02/06/1987 08:15","02/07/1987 13:15",0,NA,"70 49.8882 S","14 34.461 W","ODP","GCR"
"113","694","A",-66.847,-33.4465,4653.4,9.8,9.8,9.85,100.51,NA,0,1,1,0,0,0,0,"02/10/1987 16:45",NA,0,NA,"66 50.82 S","33 26.79 W","ODP","GCR"
"113","694","B",-66.847,-33.4471,4653.4,184.7,184.7,64.94,35.16,NA,0,23,15,0,8,0,2,"02/10/1987 18:15","02/14/1987 00:00",0,NA,"66 50.82 S","33 26.826 W","ODP","GCR"
"113","694","C",-66.847,-33.4461,4653.4,211.5,211.5,71.73,33.91,NA,0,22,0,0,22,0,1,"02/14/1987 19:15","02/18/1987 08:15",0,NA,"66 50.82 S","33 26.766 W","ODP","GCR"
"113","695","A",-62.39127,-43.45158,1300.1,352.1,348.6,254.39,72.97,NA,0,37,15,0,22,0,0,"02/20/1987 17:00","02/22/1987 23:30",0,NA,"62 23.4762 S","43 27.0948 W","ODP","GCR"
"113","696","A",-61.84908,-42.93307,650,106,106,58.3,55,NA,0,12,10,0,2,0,0,"02/23/1987 19:45","02/24/1987 09:30",0,NA,"61 50.9448 S","42 55.9842 W","ODP","GCR"
"113","696","B",-61.84932,-42.93327,650,570.4,569,156.69,27.54,NA,0,59,0,0,0,59,1,"02/24/1987 22:45","02/28/1987 10:45",0,NA,"61 50.9592 S","42 55.9962 W","ODP","GCR"
"113","697","A",-61.81057,-40.2878,3480,28.1,28.1,26.6,94.66,NA,0,3,3,0,0,0,0,"03/03/1987 01:45","03/03/1987 15:15",0,NA,"61 48.6342 S","40 17.268 W","ODP","GCR"
"113","697","B",-61.81043,-40.29582,3480,304.9,304.9,188.3,61.76,NA,0,32,11,0,21,0,0,"03/04/1987 06:15","03/07/1987 03:15",0,NA,"61 48.6258 S","40 17.7492 W","ODP","GCR"
"114","698","A",-51.459,-33.0993,2137.5,237,237,52.26,22.05,NA,0,27,0,0,0,27,0,"03/18/1987 03:00","03/19/1987 14:45",0,NA,"51 27.54 S","33 5.958 W","ODP","BCR"
"114","699","A",-51.542,-30.677,3705.5,518.1,518.1,356.52,68.81,NA,0,56,22,0,34,0,0,"03/21/1987 07:30","03/26/1987 00:00",0,NA,"51 32.52 S","30 40.62 W","ODP","BCR"
"114","700","A",-51.533,-30.2783,3601,9.6,9.6,0.19,1.98,NA,0,2,0,0,0,2,0,"03/27/1987 11:00","03/27/1987 12:00",0,NA,"51 31.98 S","30 16.698 W","ODP","BCR"
"114","700","B",-51.533,-30.2781,3601,472.1,472.1,245.19,51.94,NA,0,53,0,0,0,53,1,"03/28/1987 15:15","04/01/1987 10:10",0,NA,"51 31.98 S","30 16.686 W","ODP","BCR"
"114","701","A",-51.985,-23.2123,4636.7,74.8,74.8,69.66,93.13,NA,0,8,8,0,0,0,0,"04/05/1987 05:15","04/06/1987 07:30",0,NA,"51 59.1 S","23 12.738 W","ODP","BCR"
"114","701","B",-51.985,-23.2123,4636.7,133,133,96.36,72.45,NA,0,14,10,0,4,0,0,"04/06/1987 19:10","04/07/1987 23:59",0,NA,"51 59.1 S","23 12.738 W","ODP","BCR"
"114","701","C",-51.985,-23.2117,4636.7,481.3,481.3,331.06,68.78,NA,0,51,24,0,27,0,1,"04/08/1987 03:30","04/12/1987 06:00",0,NA,"51 59.1 S","23 12.702 W","ODP","BCR"
"114","702","A",-50.946,-26.3688,3083.4,33.1,33.1,34.21,103.35,NA,0,4,4,0,0,0,0,"04/13/1987 11:30","04/13/1987 13:50",0,NA,"50 56.76 S","26 22.128 W","ODP","BCR"
"114","702","B",-50.946,-26.3686,3083.7,294.3,294.3,195.1,66.29,NA,0,32,3,0,29,0,0,"04/13/1987 16:36","04/15/1987 01:40",0,NA,"50 56.76 S","26 22.116 W","ODP","BCR"
"114","703","A",-47.051,7.8947,1796.1,377.4,377.4,192.29,50.95,NA,0,41,15,0,26,0,0,"04/21/1987 20:02","04/24/1987 10:35",0,NA,"47 3.06 S","7 53.682 E","ODP","BCR"
"114","704","A",-46.879,7.4208,2532.3,282.7,282.7,224.55,79.43,NA,0,30,16,0,14,0,0,"04/26/1987 02:10","04/27/1987 04:45",0,NA,"46 52.74 S","7 25.248 E","ODP","BCR"
"114","704","B",-46.88,7.4205,2532.3,671.7,671.7,502.75,74.85,NA,0,72,15,0,57,0,0,"04/27/1987 08:25","04/30/1987 22:45",0,NA,"46 52.8 S","7 25.23 E","ODP","BCR"
"115","705","A",-13.167,61.3837,2318,27.5,27.5,19.16,69.67,NA,0,3,3,0,0,0,0,"05/22/1987 14:45","05/22/1987 16:45",0,NA,"13 10.02 S","61 23.022 E","ODP","KCC"
"115","706","A",-13.114,61.371,2517,47.5,47.5,39.28,82.69,NA,0,6,6,0,0,0,0,"05/23/1987 03:30","05/23/1987 08:00",0,NA,"13 6.84 S","61 22.26 E","ODP","KCC"
"115","706","B",-13.114,61.371,2518,43.7,43.7,29.44,67.37,NA,0,7,4,0,3,0,0,"05/23/1987 12:00","05/23/1987 20:45",0,NA,"13 6.84 S","61 22.26 E","ODP","KCC"
"115","706","C",-13.114,61.371,2518,77.4,77.4,19.72,25.48,NA,0,8,0,0,0,8,1,"05/24/1987 10:45","05/25/1987 18:30",0,NA,"13 6.84 S","61 22.26 E","ODP","KCC"
"115","707","A",-7.5453,59.0168,1553,213.3,213.3,160.27,75.14,NA,0,24,19,0,5,0,0,"05/27/1987 20:00","05/28/1987 15:30",0,NA,"7 32.718 S","59 1.008 E","ODP","KCC"
"115","707","B",-7.5453,59.0168,1552,124.9,124.9,96.08,76.93,NA,0,13,13,0,0,0,0,"05/28/1987 20:30","05/29/1987 05:45",0,NA,"7 32.718 S","59 1.008 E","ODP","KCC"
"115","707","C",-7.5453,59.0168,1552,259.4,259.4,91.56,35.3,NA,0,27,0,0,0,27,1,"05/29/1987 18:00","05/31/1987 01:15",0,NA,"7 32.718 S","59 1.008 E","ODP","KCC"
"115","708","A",-5.4558,59.9438,4107,236.2,236.2,189.72,80.32,NA,0,25,8,0,17,0,0,"06/03/1987 02:30","06/04/1987 02:30",0,NA,"5 27.348 S","59 56.628 E","ODP","KCC"
"115","709","A",-3.915,60.5517,3047,203.1,203.1,184.74,90.96,NA,0,21,21,0,0,0,0,"06/05/1987 10:00","06/06/1987 02:00",0,NA,"3 54.9 S","60 33.102 E","ODP","KCC"
"115","709","B",-3.915,60.5517,3049,254.8,254.8,234.55,92.05,NA,0,27,20,0,7,0,0,"06/06/1987 07:30","06/07/1987 02:15",0,NA,"3 54.9 S","60 33.102 E","ODP","KCC"
"115","709","C",-3.915,60.5517,3039,353.7,353.7,330.03,93.31,NA,0,37,20,0,17,0,0,"06/07/1987 05:15","06/08/1987 11:15",0,NA,"3 54.9 S","60 33.102 E","ODP","KCC"
"115","710","A",-4.3117,60.98,3823,209.7,209.7,185.2,88.32,NA,0,22,13,0,9,0,0,"06/09/1987 05:30","06/09/1987 23:00",0,NA,"4 18.702 S","60 58.8 E","ODP","KCC"
"115","710","B",-4.3117,60.98,3821,83.4,83.4,72.06,86.4,NA,0,9,9,0,0,0,0,"06/10/1987 02:15","06/10/1987 08:15",0,NA,"4 18.702 S","60 58.8 E","ODP","KCC"
"115","711","A",-2.7427,61.163,4439,249.6,249.6,203.86,81.67,NA,0,26,11,0,15,0,0,"06/11/1987 10:00","06/12/1987 14:00",0,NA,"2 44.562 S","61 9.78 E","ODP","KCC"
"115","711","B",-2.7427,61.163,4440,98.3,98.3,89.25,90.79,NA,0,11,11,0,0,0,0,"06/12/1987 17:00","06/13/1987 03:00",0,NA,"2 44.562 S","61 9.78 E","ODP","KCC"
"115","712","A",-4.2165,73.4063,2903,115.3,115.3,41.46,35.96,NA,0,12,0,0,0,12,0,"06/16/1987 07:30","06/16/1987 20:45",0,NA,"4 12.99 S","73 24.378 E","ODP","KCC"
"115","713","A",-4.193,73.3942,2920,191.7,191.7,114.98,59.98,NA,0,22,0,0,0,22,0,"06/17/1987 00:15","06/20/1987 03:30",0,NA,"4 11.58 S","73 23.652 E","ODP","KCC"
"115","714","A",5.06,73.7867,2041,233,233,194.63,83.53,NA,0,25,13,0,12,0,0,"06/23/1987 09:00","06/24/1987 02:30",0,NA,"5 3.6 N","73 47.202 E","ODP","KCC"
"115","714","B",5.06,73.7867,2041,122.6,122.6,114.93,93.74,NA,0,13,13,0,0,0,0,"06/24/1987 05:00","06/24/1987 11:15",0,NA,"5 3.6 N","73 47.202 E","ODP","KCC"
"115","715","A",5.0815,73.8313,2273,287.8,287.8,137.62,47.82,NA,0,31,0,0,0,31,0,"06/24/1987 23:00","06/27/1987 03:30",0,NA,"5 4.89 N","73 49.878 E","ODP","KCC"
"115","716","A",4.9333,73.2833,544,257.1,257.1,262.68,102.17,NA,0,27,27,0,0,0,0,"06/28/1987 17:41","06/29/1987 01:00",0,NA,"4 55.998 N","73 16.998 E","ODP","KCC"
"115","716","B",4.9333,73.2833,544,264.4,264.4,267.36,101.12,NA,0,28,28,0,0,0,0,"06/29/1987 03:00","06/29/1987 10:00",0,NA,"4 55.998 N","73 16.998 E","ODP","KCC"
"116","717","A",-0.9298,81.3901,4734.7,9.5,9.5,9.64,101.47,NA,0,1,1,0,0,0,0,"07/10/1987 03:05",NA,0,NA,"0 55.788 S","81 23.406 E","ODP","KCC"
"116","717","B",-0.9298,81.3901,4734.7,13.5,13.5,13.43,99.48,NA,0,2,2,0,0,0,0,"07/10/1987 04:05","07/10/1987 04:55",0,NA,"0 55.788 S","81 23.406 E","ODP","KCC"
"116","717","C",-0.9298,81.3901,4734.7,814.7,814.7,480.52,58.98,NA,0,87,1,0,86,0,1,"07/10/1987 07:15","07/17/1987 11:00",0,NA,"0 55.788 S","81 23.406 E","ODP","KCC"
"116","718","A",-1.0209,81.4011,4730.2,9.5,9.5,9.42,99.16,NA,0,1,1,0,0,0,0,"07/20/1987 16:00","07/20/1987 16:50",0,NA,"1 1.254 S","81 24.066 E","ODP","KCC"
"116","718","B",-1.0209,81.4011,4730.2,9.5,9.5,9.26,97.47,NA,0,1,1,0,0,0,0,"07/20/1987 16:50",NA,0,NA,"1 1.254 S","81 24.066 E","ODP","KCC"
"116","718","C",-1.0209,81.4011,4730.2,925.7,925.7,274.05,29.6,NA,0,98,0,0,98,0,0,"07/20/1987 19:55","07/29/1987 08:15",0,NA,"1 1.254 S","81 24.066 E","ODP","KCC"
"116","718","D",-1.0209,81.4011,4730.2,19,19,0.17,0.89,NA,0,2,0,0,2,0,0,"08/02/1987 03:55","08/02/1987 07:50",0,NA,"1 1.254 S","81 24.066 E","ODP","KCC"
"116","718","E",-1.0209,81.4011,4730.2,28.5,28.5,9.92,34.81,NA,0,3,0,0,0,3,0,"08/12/1987 13:10","08/12/1987 18:10",0,NA,"1 1.254 S","81 24.066 E","ODP","KCC"
"116","719","A",-0.9608,81.3995,4736.8,460.2,460.2,185.53,40.32,NA,0,49,1,0,48,0,0,"08/02/1987 23:00","08/06/1987 04:15",0,NA,"0 57.648 S","81 23.97 E","ODP","KCC"
"116","719","B",-0.9608,81.3995,4736.8,465.6,NA,NA,0,465.6,1,0,0,0,0,0,0,NA,NA,0,NA,"0 57.648 S","81 23.97 E","ODP","KCC"
"117","720","A",16.1307,60.744,4033.9,414.3,414.3,89.41,21.58,NA,0,43,3,0,40,0,0,"08/30/1987 01:45","09/01/1987 11:30",0,NA,"16 7.842 N","60 44.64 E","ODP","KCC"
"117","721","A",16.6778,59.8645,1940.7,86.4,86.4,89.28,103.33,NA,0,9,9,0,0,0,0,"09/03/1987 16:30","09/03/1987 21:15",0,NA,"16 40.668 N","59 51.87 E","ODP","KCC"
"117","721","B",16.6778,59.8645,1935.5,424.2,424.2,342.78,80.81,NA,0,44,9,0,35,0,0,"09/04/1987 00:45","09/05/1987 23:30",0,NA,"16 40.668 N","59 51.87 E","ODP","KCC"
"117","721","C",16.6778,59.8645,1935.6,138,138,133.79,96.95,NA,0,15,10,0,5,0,0,"09/06/1987 03:45","09/06/1987 14:35",0,NA,"16 40.668 N","59 51.87 E","ODP","KCC"
"117","722","A",16.6218,59.7953,2022.5,280,280,225.98,80.71,NA,0,29,9,0,20,0,0,"09/07/1987 04:55","09/08/1987 03:40",0,NA,"16 37.308 N","59 47.718 E","ODP","KCC"
"117","722","B",16.6218,59.7953,2021.7,565.1,565.1,385.8,68.27,NA,0,59,10,0,49,0,0,"09/08/1987 17:00","09/11/1987 13:16",0,NA,"16 37.308 N","59 47.718 E","ODP","KCC"
