"Exp","Site","Hole","Latitude_DD","Longitude_DD","Water.depth..m.","Penetration.DSF..m.","Cored.interval..m.","Recovered.length..m.","Recovery....","Drilled.interval..m.","Drilled.interval..no..","Total.cores..no..","APC.cores..no..","HLAPC.cores..no..","XCB.cores..no..","RCB.cores..no..","Other.cores..no..","Date.started..UTC.","Date.finished..UTC.","Time.on.hole..days.","Comments","Latitude","Longitude","program","repository"
"96","622","A",26.6902,-88.3803,2491,5.6,5.6,5.55,99.11,NA,0,1,1,0,0,0,0,"10/31/1983 01:27",NA,0,NA,"26 41.412 N","88 22.818 W","DSDP","GCR"
"96","623","*",25.7682,-86.2307,3177,110.2,110.2,89.14,80.89,NA,0,20,20,0,0,0,1,"11/01/1983 14:30",NA,0,NA,"25 46.092 N","86 13.842 W","DSDP","GCR"
"96","624","*",25.754,-86.2772,3183,109.8,109.8,75.3,68.58,NA,0,23,22,0,1,0,0,"11/03/1983 13:15","11/04/1983 14:00",0,NA,"25 45.24 N","86 16.632 W","DSDP","GCR"
"96","624","A",25.754,-86.2772,3183,103.7,103.7,86.58,83.49,NA,0,22,22,0,0,0,1,"11/05/1983 02:30",NA,0,NA,"25 45.24 N","86 16.632 W","DSDP","GCR"
"317","U1351","A",-44.883845,171.840061666667,122.34,28,28,27.33,97.61,NA,0,6,6,0,0,0,0,"2009-11-18 09:30:00","2009-11-18 23:30:00",0.58,NA,"44 53.0307 S","171 50.4037 E","IODP","GCR"
"317","U1351","B",-44.8840366666667,171.840108333333,121.74,1030.6,1030.6,304.52,29.55,NA,0,116,19,0,97,0,0,"2009-11-18 23:30:00","2009-11-25 18:00:00",6.77,NA,"44 53.0422 S","171 50.4065 E","IODP","GCR"
"317","U1351","C",-44.8842866666667,171.840095,121.71,967.3,967.3,0,0,NA,0,1,0,0,0,0,1,"2009-11-25 18:00:00","2009-11-30 02:00:00",4.33,"Dedicated Logging Hole - No coring.","44 53.0572 S","171 50.4057 E","IODP","GCR"
"317","U1352","A",-44.9374,172.022691666667,343.78,42.2,42.2,43.92,104.08,NA,0,5,5,0,0,0,0,"2009-11-30 05:00:00","2009-11-30 15:30:00",0.44,NA,"44 56.2440 S","172 01.3615 E","IODP","GCR"
"317","U1352","B",-44.9375966666667,172.022716666667,343.58,830.9,830.9,613.87,73.88,NA,0,94,36,0,58,0,0,"2009-11-30 15:30:00","2009-12-05 16:15:00",5.03,NA,"44 56.2558 S","172 01.3630 E","IODP","GCR"
"317","U1352","C",-44.93777,172.022716666667,343.48,1927.5,1927.5,656.5,34.06,NA,0,148,0,0,0,146,2,"2009-12-05 16:15:00","2009-12-20 22:00:00",15.24,NA,"44 56.2662 S","172 01.3630 E","IODP","GCR"
"317","U1352","D",-44.93721,172.022685,344.16,127,127,130.84,103.02,NA,0,14,14,0,0,0,0,"2009-12-20 22:00:00","2009-12-21 21:00:00",0.96,NA,"44 56.2326 S","172 01.3611 E","IODP","GCR"
"317","U1353","A",-44.768465,171.673946666667,84.22,56,56,56.38,100.68,NA,0,8,8,0,0,0,0,"2009-12-21 23:15:00","2009-12-22 11:15:00",0.5,NA,"44 46.1079 S","171 40.4368 E","IODP","GCR"
"317","U1353","B",-44.7686716666667,171.674011666667,89.82,614.3,614.3,211.48,34.43,NA,0,98,51,0,47,0,0,"2009-12-22 11:15:00","2009-12-26 20:45:00",4.4,NA,"44 46.1203 S","171 40.4407 E","IODP","GCR"
"317","U1353","C",-44.7683033333333,171.673966666667,84.66,529,529,0,0,NA,0,1,0,0,0,0,1,"2009-12-26 20:45:00","2009-12-28 21:00:00",2.01,"Dedicated Logging Hole","44 46.0982 S","171 40.4380 E","IODP","GCR"
"317","U1354","A",-44.847135,171.786826666667,109.83,85.4,85.4,84.43,98.86,NA,0,19,18,0,0,0,1,"2009-12-28 23:45:00","2009-12-29 23:00:00",0.97,NA,"44 50.8281 S","171 47.2096 E","IODP","GCR"
"317","U1354","B",-44.8472783333333,171.786781666667,113.49,77.2,77.2,77.52,100.41,NA,0,15,15,0,0,0,0,"2009-12-29 23:00:00","2009-12-30 12:45:00",0.57,NA,"44 50.8367 S","171 47.2069 E","IODP","GCR"
"317","U1354","C",-44.8474783333333,171.7868,113.47,384.2,384.2,133.37,34.71,NA,0,36,2,0,33,0,1,"2009-12-30 12:45:00","2010-01-02 12:00:00",2.97,NA,"44 50.8487 S","171 47.2080 E","IODP","GCR"
"318","U1355","A",-63.8411733333333,138.823783333333,3729.04,31.7,31.7,14.95,47.16,NA,0,4,0,0,0,4,0,"2010-01-19 10:45:00","2010-01-22 06:00:00",2.8,"11 m offset to mbrf (3740.0 mbrf)","63 50.4704 S","138 49.4270 E","IODP","GCR"
"318","U1356","A",-63.31023,135.99896,3991.89,1006.4,1006.4,350.13,34.79,NA,0,106,0,0,0,106,0,"2010-01-22 14:45:00","2010-02-02 06:15:00",10.65,"11.1 m offset to mbrf. 4003 mbrf","63 18.6138 S","135 59.9376 E","IODP","GCR"
"318","U1357","A",-66.4133183333333,140.425013333333,1014.85,186.6,186.6,183.885,98.55,NA,0,21,20,0,1,0,0,"2010-02-03 06:15:00","2010-02-03 11:20:00",0.21,"11 m offset to rig floor; 1025.9 mbrf","66 24.7991 S","140 25.5008 E","IODP","GCR"
"318","U1357","B",-66.4133166666667,140.426175,1016.95,170.7,170.7,172.44,101.02,NA,0,19,19,0,0,0,0,"2010-02-04 13:45:00","2010-02-05 03:40:00",0.58,"11 m offset to rig floor, 1025.9 mbrf","66 24.7990 S","140 25.5705 E","IODP","GCR"
"318","U1357","C",-66.413355,140.424418333333,1016.65,103.8,103.8,110.71,106.66,NA,0,11,11,0,0,0,0,"2010-02-05 06:45:00","2010-02-05 13:58:00",0.3,NA,"66 24.8013 S","140 25.4651 E","IODP","GCR"
"318","U1358","A",-66.0904116666667,143.31279,498.95,2,2,1.1,55,NA,0,1,0,0,0,1,0,"2010-02-06 17:30:00","2010-02-07 00:15:00",0.28,NA,"66 05.4247 S","143 18.7674 E","IODP","GCR"
"318","U1358","B",-66.0904066666667,143.312776666667,498.95,35.6,35.6,8,22.47,NA,0,4,0,0,0,4,0,"2010-02-07 02:50:00","2010-02-07 15:30:00",0.53,"ADDED BY HORNBACHER","66 05.4244 S","143 18.7666 E","IODP","GCR"
"318","U1359","A",-64.9039616666667,143.961375,3009.79,193.5,193.5,154.085,79.63,NA,0,22,17,0,5,0,0,"2010-02-08 07:00:00","2010-02-09 17:00:00",1.42,"11.1 m offset. 3020.9 mbrf","64 54.2377 S","143 57.6825 E","IODP","GCR"
"318","U1359","B",-64.9040516666667,143.960921666667,3007.69,252,252,198.93,78.94,NA,0,28,23,0,5,0,0,"2010-02-09 18:15:00","2010-02-10 22:40:00",1.18,"11.1 m offset. 3018.8 mbrf","64 54.2431 S","143 57.6553 E","IODP","GCR"
"318","U1359","C",-64.9041283333333,143.960413333333,3011.19,168.7,168.7,150.755,89.36,NA,0,18,18,0,0,0,0,"2010-02-10 23:40:00","2010-02-12 00:15:00",1.02,"11.1 m offset. 3022.3 mbrf","64 54.2477 S","143 57.6248 E","IODP","GCR"
"318","U1359","D",-64.9043266666667,143.959373333333,3011.89,450,450,269.435,59.87,NA,0,47,0,0,0,47,1,"2010-02-19 22:15:00","2010-02-24 22:45:00",5.02,"11.1 m offset. 3023.0 mbrf","64 54.2596 S","143 57.5624 E","IODP","GCR"
"318","U1360","A",-66.367325,142.745083333333,494.95,70.8,70.8,7.03,9.93,NA,0,7,0,0,0,7,0,"2010-02-12 23:15:00","2010-02-14 06:15:00",1.29,"11 m offset to rig floor.","66 22.0395 S","142 44.7050 E","IODP","GCR"
"318","U1361","A",-64.4095466666667,143.886653333333,3454.3,388,388,338.855,87.33,NA,0,41,16,0,25,0,0,"2010-02-25 19:45:00","2010-03-02 06:05:00",4.43,"11.2 m offset. 3465.5 mbrf","64 24.5728 S","143 53.1992 E","IODP","GCR"
"318","U1361","B",-64.40909,143.88661,3455.7,12.1,12.1,12.04,99.5,NA,0,2,2,0,0,0,0,"2010-03-02 08:40:00","2010-03-03 00:30:00",0.66,"11.2 m offset 3466.9 mbrf","64 24.5454 S","143 53.1966 E","IODP","GCR"
"320","U1331","A",12.06814,-142.161601666667,5116.16,190.6,190.6,155.11,81.38,NA,0,22,15,0,7,0,0,"2009-03-14 23:30:00","2009-03-18 08:20:00",3.37,"Subtract 11.1 m from mbrf for mbsl","12 04.0884 N","142 09.6961 W","IODP","GCR"
"320","U1331","B",12.0681283333333,-142.161808333333,5116.26,188.5,188.5,175.74,93.23,NA,0,22,18,0,2,0,2,"2009-03-18 08:20:00","2009-03-19 22:20:00",1.58,"Spud 2130 UTC 18 Mar 09","12 04.0877 N","142 09.7085 W","IODP","GCR"
"320","U1331","C",12.0681533333333,-142.162001666667,5116.86,189,189,191.54,101.34,NA,0,17,12,0,0,0,5,"2009-03-19 22:20:00","2009-03-22 05:00:00",2.28,NA,"12 04.0892 N","142 09.7201 W","IODP","GCR"
"320","U1332","A",11.911825,-140.045713333333,4923.92,152.4,152.4,145.61,95.54,NA,0,18,14,0,4,0,0,"2009-03-22 14:45:00","2009-03-26 08:00:00",3.72,"11.2 m from mbrf = mbsl","11 54.7095 N","140 02.7428 W","IODP","GCR"
"320","U1332","B",11.912015,-141.045711666667,4925.72,148.6,148.6,140.28,94.4,NA,0,18,13,0,5,0,0,"2009-03-26 08:00:00","2009-03-27 22:30:00",1.6,"11.2 m from mbrf = mbsl","11 54.7209 N","141 02.7427 W","IODP","GCR"
"320","U1332","C",11.9122766666667,-141.045703333333,4922.82,155.5,155.5,148.06,95.22,NA,0,18,13,0,5,0,0,"2009-03-27 22:30:00","2009-03-29 19:30:00",1.88,NA,"11 54.7366 N","141 02.7422 W","IODP","GCR"
"320","U1333","A",10.5165883333333,-138.419546666667,4853.69,184.1,184.1,176.25,95.74,NA,0,22,10,0,12,0,0,"2009-03-30 14:00:00","2009-04-01 11:55:00",1.91,"Spud 12:25","10 30.9953 N","138 25.1728 W","IODP","GCR"
"320","U1333","B",10.5166,-138.419323333333,4850.49,180.3,180.3,177.96,98.7,NA,0,20,18,0,2,0,0,"2009-04-01 11:55:00","2009-04-02 18:45:00",1.28,"Spud @ 13.05 HR","10 30.9960 N","138 25.1594 W","IODP","GCR"
"320","U1333","C",10.5165966666667,-138.419098333333,4853.79,177,177,177.04,100.02,NA,0,24,21,0,3,0,0,"2009-04-02 18:45:00","2009-04-04 18:15:00",1.98,"Spud @ 06:00 HR","10 30.9958 N","138 25.1459 W","IODP","GCR"
"320","U1334","A",7.99996666666667,-131.973228333333,4787.9,285.5,285.5,288.83,101.17,NA,0,32,22,0,10,0,0,"2009-04-06 12:15:00","2009-04-08 21:50:00",2.4,NA,"07 59.9980 N","131 58.3937 W","IODP","GCR"
"320","U1334","B",7.999965,-131.973451666667,4787.9,281.7,281.7,294.59,104.58,NA,0,31,22,0,9,0,0,"2009-04-08 21:50:00","2009-04-10 18:40:00",1.87,"Spud @ 08:30","07 59.9979 N","131 58.4071 W","IODP","GCR"
"320","U1334","C",7.999965,-131.973698333333,4789.6,280.7,280.7,285.78,101.81,NA,0,33,22,0,11,0,0,"2009-04-10 18:40:00","2009-04-13 22:00:00",3.14,"Spud @ 5:20 GMT","07 59.9979 N","131 58.4219 W","IODP","GCR"
"320","U1335","A",5.312235,-126.283248333333,4327.46,421.1,421.1,422.08,100.23,NA,0,45,36,0,9,0,0,"2009-04-15 16:30:00","2009-04-18 17:25:00",3.04,NA,"05 18.7341 N","126 16.9949 W","IODP","GCR"
"320","U1335","B",5.31227,-126.28348,4328.06,417.5,417.5,427.51,102.4,NA,0,46,41,0,5,0,0,"2009-04-18 17:25:00","2009-04-21 21:45:00",3.18,"Spud @ 4:55 GMT","05 18.7362 N","126 17.0088 W","IODP","GCR"
"320","U1336","A",7.701225,-128.25421,4285.27,302.9,302.9,259.12,85.55,NA,0,35,21,0,14,0,0,"2009-04-22 15:45:00","2009-04-25 04:00:00",2.51,"Spud @ 10:35","07 42.0735 N","128 15.2526 W","IODP","GCR"
"320","U1336","B",7.70099833333333,-128.25421,4289.47,173.9,173.9,179.59,103.27,NA,0,20,20,0,0,0,0,"2009-04-25 04:00:00","2009-04-26 13:15:00",1.39,NA,"07 42.0599 N","128 15.2526 W","IODP","GCR"
"320T","U1330","A",3.60558333333333,156.6241,2804.77,19.1,19.1,16.09,84.24,NA,0,2,0,0,0,2,1,"2009-02-15 04:15:00","2009-02-19 09:45:00",4.23,"Water Depth (sea level to sea floor)","03 36.335 N","156 37.446 E","IODP","unknown"
"320T","U1330","B",3.60535,156.6241,2803.65,92.2,92.2,87.18,94.56,NA,0,10,10,0,0,0,0,"2009-02-19 09:45:00","2009-02-20 16:45:00",1.29,"Water Depth (sea level to sea floor)","03 36.321 N","156 37.446 E","IODP","unknown"
"321","U1337","A",3.83344166666667,-123.20593,4460.9,449.8,449.8,420.11,93.4,NA,0,48,21,0,27,0,0,"2009-05-19 11:45:00","2009-05-25 09:30:00",5.91,NA,"03 50.0065 N","123 12.3558 W","IODP","GCR"
"321","U1337","B",3.833445,-123.206035,4460.99,250.6,250.6,242.65,96.83,NA,0,28,27,0,1,0,0,"2009-05-25 09:30:00","2009-05-27 22:45:00",2.55,NA,"03 50.0067 N","123 12.3621 W","IODP","GCR"
"321","U1337","C",3.833445,-123.206258333333,4467.48,282.3,282.3,273.72,96.96,NA,0,32,8,0,24,0,1,"2009-05-27 22:45:00","2009-05-30 14:00:00",2.64,NA,"03 50.0067 N","123 12.3755 W","IODP","GCR"
"321","U1337","D",3.833445,-123.20643,4465.4,442.9,442.9,431.97,97.53,NA,0,49,29,0,20,0,0,"2009-05-30 14:00:00","2009-06-02 16:30:00",3.1,NA,"03 50.0067 N","123 12.3858 W","IODP","GCR"
"321","U1338","A",2.50780833333333,-117.969371666667,4199.59,410,410,345.96,84.38,NA,0,44,26,0,18,0,0,"2009-06-03 23:15:00","2009-06-06 19:00:00",2.82,NA,"02 30.4685 N","117 58.1623 W","IODP","GCR"
"321","U1338","B",2.50782,-117.96956,4198.63,413.6,413.6,417.93,101.05,NA,0,45,42,0,3,0,0,"2009-06-06 19:00:00","2009-06-11 17:00:00",4.92,NA,"02 30.4692 N","117 58.1736 W","IODP","GCR"
"321","U1338","C",2.50781166666667,-117.969736666667,4201.42,414.4,414.4,432.82,104.44,NA,0,47,47,0,0,0,0,"2009-06-11 17:00:00","2009-06-14 20:15:00",3.14,NA,"02 30.4687 N","117 58.1842 W","IODP","GCR"
"321","U1338","D",2.507815,-117.969913333333,4201.25,23.9,23.9,24.79,103.72,NA,0,3,3,0,0,0,0,"2009-06-14 20:15:00","2009-06-15 10:30:00",0.59,NA,"02 30.4689 N","117 58.1948 W","IODP","GCR"
"323","U1339","A",54.6700016666667,-169.981695,1866.74,33.4,33.4,34.87,104.4,NA,0,4,4,0,0,0,0,"2009-07-17 16:03:00","2009-07-18 14:30:00",0.94,"Shot core 1H -.6m below mean tide","54 40.2001 N","169 58.9017 W","IODP","KCC"
"323","U1339","B",54.6701716666667,-169.981843333333,1867.64,196,196,204.45,104.31,NA,0,22,22,0,0,0,0,"2009-07-18 14:30:00","2009-07-19 20:10:00",1.24,"Shot core 1H +.7m above mean tide","54 40.2103 N","169 58.9106 W","IODP","KCC"
"323","U1339","C",54.670105,-169.98142,1867.62,194.8,194.8,199.4,102.36,NA,0,21,21,0,0,0,0,"2009-07-19 20:10:00","2009-07-20 16:10:00",0.83,"Shot core 1H +.7m above mean tide","54 40.2063 N","169 58.8852 W","IODP","KCC"
"323","U1339","D",54.686485,-169.981515,1868.11,200,200,206.03,103.01,NA,0,22,22,0,0,0,0,"2009-07-20 16:10:00","2009-07-22 07:45:00",1.65,"Shot core 1H +.3m above mean tide","54 41.1891 N","169 58.8909 W","IODP","KCC"
"323","U1340","A",53.4000133333333,-179.521621666667,1294.72,604.5,604.5,535.89,88.65,NA,0,71,46,0,24,0,1,"2009-07-23 23:15:00","2009-07-26 21:03:00",2.91,NA,"53 24.0008 N","179 31.2973 W","IODP","KCC"
"323","U1340","B",53.4000033333333,-179.516358333333,1297.13,53.9,53.9,55.53,103.02,NA,0,6,6,0,0,0,0,"2009-07-26 21:03:00","2009-07-27 04:00:00",0.29,NA,"53 24.0002 N","179 30.9815 W","IODP","KCC"
"323","U1340","C",53.396855,-179.521625,1293.33,28.5,28.5,30,105.26,NA,0,3,3,0,0,0,0,"2009-07-27 04:00:00","2009-07-27 08:35:00",0.19,NA,"53 23.8113 N","179 31.2975 W","IODP","KCC"
"323","U1340","D",53.3966733333333,-179.521623333333,1293.33,26.3,26.3,27.23,103.54,NA,0,3,3,0,0,0,0,"2009-07-27 08:35:00","2009-07-27 15:34:00",0.29,NA,"53 23.8004 N","179 31.2974 W","IODP","KCC"
"323","U1341","A",54.033375,179.008331666667,2139.52,359.2,359.2,373.23,103.91,NA,0,41,41,0,0,0,0,"2009-07-27 21:54:00","2009-07-29 21:50:00",2,NA,"54 02.0025 N","179 00.4999 E","IODP","KCC"
"323","U1341","B",54.0333066666667,179.008618333333,2139.49,600,600,594.54,99.09,NA,0,71,56,0,15,0,0,"2009-07-29 21:50:00","2009-08-02 15:55:00",3.75,NA,"54 01.9984 N","179 00.5171 E","IODP","KCC"
"323","U1341","C",54.03335,179.008983333333,2139.46,230,230,242.06,105.24,NA,0,27,26,0,0,0,1,"2009-08-02 15:55:00","2009-08-04 00:24:00",1.35,NA,"54 02.0010 N","179 00.5390 E","IODP","KCC"
"323","U1342","A",54.8283116666667,176.916711666667,818.27,53.3,53.3,57.39,107.67,NA,0,9,7,0,1,0,1,"2009-08-04 08:30:00","2009-08-04 22:20:00",0.58,NA,"54 49.6987 N","176 55.0027 E","IODP","KCC"
"323","U1342","B",54.82834,176.917053333333,818.94,43.3,43.3,44.83,103.53,NA,0,5,5,0,0,0,0,"2009-08-04 22:20:00","2009-08-05 01:50:00",0.15,NA,"54 49.7004 N","176 55.0232 E","IODP","KCC"
"323","U1342","C",54.8283616666667,176.917351666667,818.84,45.4,45.4,47.06,103.66,NA,0,6,6,0,0,0,0,"2013-08-05 01:50:00","2013-08-05 08:00:00",0.26,NA,"54 49.7017 N","176 55.0411 E","IODP","KCC"
"323","U1342","D",54.8283633333333,176.917635,818.24,131.2,131.2,79.49,60.59,NA,0,19,5,0,13,0,1,"2009-08-05 08:00:00","2009-08-06 17:15:00",1.39,NA,"54 49.7018 N","176 55.0581 E","IODP","KCC"
"323","U1343","A",57.556655,-175.815948333333,1950.89,201.5,201.5,204.03,101.26,NA,0,22,22,0,0,0,0,"2009-08-07 20:08:00","2009-08-08 21:00:00",1.04,NA,"57 33.3993 N","175 48.9569 W","IODP","KCC"
"323","U1343","B",57.5569266666667,-175.816585,1950.89,35.5,35.5,34.56,97.35,NA,0,4,4,0,0,0,0,"2009-08-08 21:00:00","2009-08-09 01:15:00",0.18,NA,"57 33.4156 N","175 48.9951 W","IODP","KCC"
"323","U1343","C",57.5566366666667,-175.817125,1952.68,234.2,234.2,231.04,98.65,NA,0,26,26,0,0,0,0,"2009-08-09 01:15:00","2009-08-10 00:10:00",0.95,NA,"57 33.3982 N","175 49.0275 W","IODP","KCC"
"323","U1343","D",57.5563616666667,-175.816618333333,1954.18,8.5,8.5,8.53,100.35,NA,0,1,1,0,0,0,0,"2009-08-10 00:10:00","2009-08-10 01:35:00",0.06,NA,"57 33.3817 N","175 48.9971 W","IODP","KCC"
"323","U1343","E",57.5563566666667,-175.816623333333,1955.98,744.3,744.3,700.27,94.08,NA,0,83,44,0,38,0,1,"2009-08-10 01:35:00","2009-08-14 12:24:00",4.45,NA,"57 33.3814 N","175 48.9974 W","IODP","KCC"
"323","U1344","A",59.0500083333333,-179.203351666667,3171.84,745,745,648.1,86.99,NA,0,79,27,0,52,0,0,"2009-08-15 01:54:00","2009-08-20 11:35:00",5.4,NA,"59 03.0005 N","179 12.2011 W","IODP","KCC"
"323","U1344","B",59.0501866666667,-179.203418333333,3173.01,4.8,4.8,4.8,100,NA,0,1,1,0,0,0,0,"2009-08-20 11:35:00","2009-08-20 13:35:00",0.08,NA,"59 03.0112 N","179 12.2051 W","IODP","KCC"
"323","U1344","C",59.0501933333333,-179.20342,3172.71,35.6,35.6,33.51,94.13,NA,0,4,4,0,0,0,0,"2009-08-20 13:35:00","2009-08-20 18:50:00",0.22,NA,"59 03.0116 N","179 12.2052 W","IODP","KCC"
"323","U1344","D",59.0503733333333,-179.203383333333,3174.1,286.5,286.5,286.1,99.86,NA,0,32,32,0,0,0,0,"2009-08-20 18:50:00","2009-08-22 06:20:00",1.48,NA,"59 03.0224 N","179 12.2030 W","IODP","KCC"
"323","U1344","E",59.050565,-179.203381666667,3173.98,202.8,202.8,202.68,99.94,NA,0,23,22,0,0,0,1,"2009-08-22 06:20:00","2009-08-23 13:36:00",1.3,NA,"59 03.0339 N","179 12.2029 W","IODP","KCC"
"323","U1345","A",60.153195,-179.47006,1007.27,146.9,146.9,148.49,101.08,NA,0,16,16,0,0,0,0,"2009-08-23 20:06:00","2009-08-24 12:55:00",0.7,NA,"60 09.1917 N","179 28.2036 W","IODP","KCC"
"323","U1345","B",60.1533383333333,-179.470211666667,1007.5,36.7,36.7,38.24,104.2,NA,0,4,4,0,0,0,0,"2009-08-24 12:55:00","2009-08-24 16:50:00",0.16,NA,"60 09.2003 N","179 28.2127 W","IODP","KCC"
"323","U1345","C",60.153495,-179.470381666667,1008.75,148.5,148.5,152.85,102.93,NA,0,16,16,0,0,0,0,"2009-08-24 16:50:00","2009-08-25 01:50:00",0.38,NA,"60 09.2097 N","179 28.2229 W","IODP","KCC"
"323","U1345","D",60.153625,-179.470471666667,1008.25,150,150,154.62,103.08,NA,0,16,16,0,0,0,0,"2009-08-25 01:50:00","2009-08-25 10:50:00",0.38,NA,"60 09.2175 N","179 28.2283 W","IODP","KCC"
"323","U1345","E",60.1537733333333,-179.470678333333,1007.05,150,150,154.15,102.77,NA,0,16,16,0,0,0,0,"2009-08-25 10:50:00","2009-08-26 00:54:00",0.59,NA,"60 09.2264 N","179 28.2407 W","IODP","KCC"
"324","U1346","A",38.0066816666667,162.64516,3618.96,91.3,91.3,25.77,28.23,NA,0,15,0,0,0,15,1,"2009-09-15 09:30:00","2009-09-20 18:00:00",5.35,"SRNH-2, 3627.4 mbrf","38 00.4009 N","162 38.7096 E","IODP","GCR"
"324","U1347","A",32.5079166666667,159.234631666667,3450.17,246.5,246.5,116.01,47.06,NA,0,28,0,0,0,28,1,"2009-09-22 17:30:00","2009-10-03 04:00:00",10.44,"SRSH-3B, 3461.0 mbrf","32 30.4750 N","159 14.0779 E","IODP","GCR"
"324","U1348","A",34.4156633333333,159.381775,3264.1,239.9,239.9,80.91,33.73,NA,0,25,0,0,0,25,1,"2009-10-03 15:15:00","2009-10-08 08:45:00",4.73,"3275.0 mbrf","34 24.9398 N","159 22.9065 E","IODP","GCR"
"324","U1349","A",36.1157416666667,158.458775,3127.01,134.4,134.4,65.875,49.01,NA,0,15,0,0,0,15,1,"2009-10-08 12:45:00","2009-10-13 19:30:00",5.28,"3138.0 mbrf, SRCH-5","36 06.9445 N","158 27.5265 E","IODP","GCR"
"324","U1350","A",36.0748533333333,159.284423333333,4055.86,211.2,211.2,75.205,35.61,NA,0,25,0,0,0,25,1,"2009-10-14 01:15:00","2009-10-21 12:45:00",7.48,"SRCH-4; Offset to mbrf +11.1 m","36 04.4912 N","159 17.0654 E","IODP","GCR"
"327","U1362","A",47.7610466666667,-127.7612,2665.42,528,150,44.41,29.61,378,6,20,0,0,0,20,0,"2010-07-11 11:30:00","2010-08-17 10:45:00",36.97,NA,"47 45.6628 N","127 45.6720 W","IODP","GCR"
"327","U1362","B",47.7583283333333,-127.762186666667,2665.42,359,NA,NA,0,359,6,0,0,0,0,0,0,"2010-07-10 08:15:00","2010-07-29 19:00:00",19.45,NA,"47 45.4997 N","127 45.7312 W","IODP","GCR"
"327","U1363","A",47.2892583333333,-128.035178333333,2682.92,58,NA,NA,0,58,1,0,0,0,0,0,0,"2010-08-29 16:15:00","2010-08-31 03:30:00",1.47,"Established basement at 58 mbsf","47 17.3555 N","128 02.1107 W","IODP","GCR"
"327","U1363","B",47.2891966666667,-128.0351,2682.92,61,61,49.74,81.54,NA,0,10,6,0,4,0,0,"2010-08-31 03:30:00","2010-08-31 21:45:00",0.76,NA,"47 17.3518 N","128 02.1060 W","IODP","GCR"
"327","U1363","C",47.2929316666667,-128.029401666667,2682.92,202.4,32.4,7,21.6,170,1,4,0,0,4,0,0,"2010-08-31 21:45:00","2010-09-02 01:00:00",1.14,NA,"47 17.5759 N","128 01.7641 W","IODP","GCR"
"327","U1363","D",47.2928733333333,-128.029331666667,2682.92,231.8,33.8,15.03,44.47,198,1,5,0,0,5,0,0,"2010-09-02 01:00:00","2010-09-03 07:00:00",1.25,NA,"47 17.5724 N","128 01.7599 W","IODP","GCR"
"327","U1363","E",47.28885,-128.035745,2682.92,37,NA,NA,0,37,1,0,0,0,0,0,0,"2010-09-03 07:00:00","2010-09-03 11:30:00",0.19,NA,"47 17.3310 N","128 02.1447 W","IODP","GCR"
"327","U1363","F",47.2887683333333,-128.035623333333,2682.92,35,35,31.18,89.09,NA,0,4,4,0,0,0,0,"2010-09-03 11:30:00","2010-09-03 17:30:00",0.25,NA,"47 17.3261 N","128 02.1374 W","IODP","GCR"
"327","U1363","G",47.28853,-128.036163333333,2681.92,24.9,24.9,22.92,92.05,NA,0,3,3,0,0,0,0,"2010-09-03 17:30:00","2010-09-04 10:15:00",0.7,NA,"47 17.3118 N","128 02.1698 W","IODP","GCR"
"328","U1364","A",48.6999366666667,-126.872151666667,1317.66,336,NA,NA,0,336,1,0,0,0,0,0,0,"2010-09-10 06:00:00","2010-09-17 14:00:00",7.33,"Install ACORK in Hole U1364A","48 41.9962 N","126 52.3291 W","IODP","no recovery"
"329","U1365","A",-23.8508216666667,-165.644373333333,5695.57,75.5,75.5,74.06,98.09,NA,0,26,26,0,0,0,0,"2010-10-16 00:30:00","2010-10-19 08:45:00",3.34,"Wash hole to basement prior to coring Hole U1365A","23 51.0493 S","165 38.6624 W","IODP","GCR"
"329","U1365","B",-23.8506466666667,-165.644381666667,5694.66,75.6,54.6,55.79,102.18,21,1,8,8,0,0,0,0,"2010-10-19 08:45:00","2010-10-20 06:45:00",0.92,NA,"23 51.0388 S","165 38.6629 W","IODP","GCR"
"329","U1365","C",-23.8506283333333,-165.64417,5696.66,74.8,48.8,39.67,81.29,26,1,8,8,0,0,0,0,"2010-10-20 06:45:00","2010-10-21 04:30:00",0.91,NA,"23 51.0377 S","165 38.6502 W","IODP","GCR"
"329","U1365","D",-23.8505983333333,-165.643968333333,5694.13,19,19,18.89,99.42,NA,0,2,2,0,0,0,0,"2010-10-21 04:30:00","2010-10-21 20:30:00",0.67,NA,"23 51.0359 S","165 38.6381 W","IODP","GCR"
"329","U1365","E",-23.850815,-165.644033333333,5694.13,124.2,53.2,39.66,74.55,71,1,11,0,0,0,11,0,"2010-10-21 20:30:00","2010-10-27 21:15:00",6.03,NA,"23 51.0489 S","165 38.6420 W","IODP","GCR"
"329","U1366","A",-26.051575,-156.894318333333,5135.04,17.8,NA,NA,0,17.8,1,0,0,0,0,0,0,"2010-10-29 22:15:00","2010-10-30 08:45:00",0.44,"Wash down hole.","26 03.0945 S","156 53.6591 W","IODP","GCR"
"329","U1366","B",-26.0515833333333,-156.894523333333,5130.84,17.2,17.2,17.31,100.64,NA,0,2,2,0,0,0,0,"2010-10-30 08:45:00","2010-10-30 13:00:00",0.18,"Shoot depth 5140 mbrf","26 03.0950 S","156 53.6714 W","IODP","GCR"
