Leg,Site,Hole,Latitude,Longitude,Latitude (decimal degrees),Longitude (decimal degrees),Water Depth (mbsl),Number of Cores,Interval Cored (m),Core Recovered (m),% Recovered,Drilled (m),Penetration (m),Comment
127,796,A,42° 50.940'N,139° 24.660'E,42.849,139.411,2570.6,27,242.9,158.2,65.2,0,242.9,
127,796,B,42° 50.940'N,139° 24.840'E,42.849,139.414,2622.6,32,293.8,85.3,29,0,464.9,
127,797,A,38° 36.960'N,134° 32.160'E,38.616,134.536,2862.2,1,9.5,9.7,102.4,0,12.9,
127,797,B,38° 36.960'N,134° 32.160'E,38.616,134.536,2862.2,53,495.7,370.7,74.8,0,495.7,
127,797,C,38° 36.960'N,134° 32.160'E,38.616,134.536,2864.6,45,416.1,164.2,39.5,0,900.1,
128,794,D,40° 11.364'N,138° 13.944'E,40.1894,138.2324,2806.9,20,160.5,34.8,21.7,0,733.5,
128,794,E,40° 10.526'N,138° 13.953'E,40.1754333,138.23255,2800.9,0,0,0,,400,400,
128,798,A,37°  2.298'N,134° 47.988'E,37.0383,134.7998,903.1,17,143.3,148.3,103.5,0,143.3,
128,798,B,37°  2.310'N,134° 47.976'E,37.0385,134.7996,900,54,517.9,514.4,99.3,0,517.9,
128,798,C,37°  2.310'N,134° 47.982'E,37.0385,134.7997,900.1,13,120.1,132.1,110,0,120.1,
128,799,A,39° 13.230'N,133° 52.014'E,39.2205,133.8669,2073,52,468.7,440,93.9,0,468.7,
128,799,B,39° 13.230'N,133° 51.990'E,39.2205,133.8665,2083.5,67,633,280.5,44.3,0,1084,
128,799,C,39° 13.200'N,133° 52.002'E,39.22,133.8667,2071.7,3,22.5,23.9,106.4,0,252.5,
129,800,A,21° 55.380'N,152° 19.374'E,21.923,152.3229,5686,61,544.4,150.7,27.7,0,544.4,
129,801,A,18° 38.568'N,156° 21.570'E,18.6428,156.3595,5673.8,20,186,31.5,16.9,0,194,
129,801,B,18° 38.520'N,156° 21.582'E,18.642,156.3597,5673.8,44,317.2,59.2,18.7,0,511.2,
129,801,C,18° 38.538'N,156° 21.588'E,18.6423,156.3598,5674,12,100.6,60.6,60.2,0,594.3,
129,802,A,12°  5.778'N,153° 12.618'E,12.0963,153.2103,5968.6,62,559.8,165,29.5,0,559.8,
130,803,A,2° 25.980'N,160° 32.400'E,2.433,160.54,3409.7,6,55.5,58,104.5,0,55.5,
130,803,B,2° 25.980'N,160° 32.400'E,2.433,160.54,3410.4,7,61.3,58.2,94.9,0,61.3,
130,803,C,2° 25.980'N,160° 32.400'E,2.433,160.54,3410.4,23,218.5,226.3,103.6,0,237.5,
130,803,D,2° 25.980'N,160° 32.460'E,2.433,160.541,3412.2,71,656,495,75.5,0,656,
130,804,A,0° 56.220'N,161° 39.000'E,0.937,161.65,3861.7,6,48.7,50.5,103.7,0,48.7,
130,804,B,0° 56.220'N,161° 39.000'E,0.937,161.65,3860.7,15,137.7,141.6,102.8,0,137.7,
130,804,C,0° 56.220'N,161° 39.000'E,0.937,161.65,3861.1,33,312.5,273.8,87.6,0,312.5,
130,805,A,1° 13.680'N,160° 31.680'E,1.228,160.528,3188.5,6,50.5,52.2,103.4,0,50.5,
130,805,B,1° 13.680'N,160° 31.680'E,1.228,160.528,3186.8,50,473.3,444.9,94,0,473.3,
130,805,C,1° 13.692'N,160° 31.770'E,1.2282,160.5295,3187.7,64,611,495.5,81.1,0,611,
130,806,A,0° 19.140'N,159° 21.660'E,0.319,159.361,2520.7,9,83.7,85.9,102.7,0,83.7,
130,806,B,0° 19.110'N,159° 21.660'E,0.3185,159.361,2519.9,78,743.1,666.4,89.7,0,743.1,
130,806,C,0° 19.110'N,159° 21.660'E,0.3185,159.361,2520.8,62,587.6,523.6,89.1,0,776.4,
130,807,A,3° 36.420'N,156° 37.500'E,3.607,156.625,2803.8,86,822.9,716.7,87.1,0,822.9,
130,807,B,3° 36.420'N,156° 37.500'E,3.607,156.625,2806.1,30,278.6,280.2,100.6,0,278.6,
130,807,C,3° 36.360'N,156° 37.500'E,3.606,156.625,2805.7,93,748.4,252.8,33.8,0,1528.4,
131,808,A,32° 21.120'N,134° 56.664'E,32.352,134.9444,4676,13,111.4,88.7,79.6,0,111.4,
131,808,B,32° 21.084'N,134° 56.616'E,32.3514,134.9436,4674.2,28,247.8,59.7,24.1,0,358.8,
131,808,C,32° 21.168'N,134° 56.658'E,32.3528,134.9443,4674.6,108,1028.5,572.4,55.7,0,1327,
131,808,D,32° 21.139'N,134° 56.573'E,32.3523167,134.9428833,4672.7,0,0,0,,780,780,
131,808,E,32° 21.105'N,134° 56.606'E,32.35175,134.9434333,4672.9,0,0,0,,1200,1200,
131,808,F,32° 21.144'N,134° 56.760'E,32.3524,134.946,4684.3,3,11,0,0,0,140,
131,808,G,32° 21.144'N,134° 56.760'E,32.3524,134.946,4684.3,11,64.6,11.3,17.5,0,213,
132,809,A,31°  3.480'N,139° 52.740'E,31.058,139.879,1819.7,1,8.3,0,0.1,0,8.3,
132,809,B,31°  3.475'N,139° 52.656'E,31.0579167,139.8776,1799.6,1,13.4,0,0,0,13.4,
132,809,C,31°  3.500'N,139° 52.625'E,31.0583333,139.8770833,1801.5,1,4.1,0,0,0,4.1,
132,809,D,31°  3.487'N,139° 52.668'E,31.0581167,139.8778,1802,1,6.3,0,0,0,6.3,
132,809,E,31°  3.506'N,139° 52.637'E,31.0584333,139.8772833,1803,1,8,0,0,0,8,
132,809,F,31°  3.480'N,139° 52.620'E,31.058,139.877,1802.5,34,59.6,11.1,18.7,0,79.2,
132,810,A,32° 25.380'N,157° 50.760'E,32.423,157.846,2621.9,1,9.5,9.7,102.5,0,9.5,
132,810,B,32° 25.369'N,157° 50.750'E,32.4228167,157.8458333,2621.9,0,0,0,,60,60,
132,810,C,32° 25.380'N,157° 50.760'E,32.423,157.846,2623,16,136.1,143.8,105.7,0,136.1,
133,811,A,16° 30.977'S,148°  9.436'E,-16.5162833,148.1572667,937.1,23,214.5,213.4,99.5,0,214.5,
133,811,B,16° 30.948'S,148°  9.455'E,-16.5158,148.1575833,937,24,199.3,15.6,7.8,0,392.5,
133,811,C,16° 30.942'S,148°  9.451'E,-16.5157,148.1575167,936.8,6,55.2,55.3,100.1,0,55.2,
133,812,A,17° 48.841'S,149° 36.313'E,-17.8140167,149.6052167,461.6,22,189.9,40.7,21.4,0,189.9,
133,812,B,17° 48.842'S,149° 36.306'E,-17.8140333,149.6051,461.6,16,149.2,8.5,5.7,0,300,
133,812,C,17° 48.842'S,149° 36.331'E,-17.8140333,149.6055167,461.9,16,137.8,114.2,82.8,0,137.8,
133,813,A,17° 49.959'S,149° 29.669'E,-17.83265,149.4944833,539.1,26,231.5,199.4,86.1,0,231.5,
133,813,B,17° 49.951'S,149° 29.673'E,-17.8325167,149.49455,538.9,21,190,196.2,103.2,0,190,
133,814,A,17° 49.985'S,149° 30.831'E,-17.8330833,149.51385,520.4,33,300,162.4,54.1,0,300,
133,815,A,19°  9.034'S,149° 59.508'E,-19.1505667,149.9918,465.5,51,473.5,415.4,87.7,0,473.5,
133,815,B,19°  9.034'S,149° 59.526'E,-19.1505667,149.9921,465.9,4,36.4,37.8,103.8,0,36.4,
133,816,A,19° 11.924'S,150°  0.606'E,-19.1987333,150.0101,437.8,15,111.5,97.5,87.5,0,111.5,
133,816,B,19° 11.911'S,150°  0.600'E,-19.1985167,150.01,437.8,8,77.2,10.5,13.6,0,163.2,
133,816,C,19° 11.911'S,150°  0.606'E,-19.1985167,150.0101,437.8,12,109.6,11.3,10.3,0,250,
133,817,A,18°  9.496'S,149° 45.493'E,-18.1582667,149.7582167,1016.6,35,330.7,280.4,84.8,0,330.7,
133,817,B,18°  9.487'S,149° 45.505'E,-18.1581167,149.7584167,1015.7,22,204,211.1,103.5,0,204,
133,817,C,18°  9.489'S,149° 45.534'E,-18.15815,149.7589,1016.1,3,27.2,27.3,100.2,0,27.2,
133,817,D,18°  9.499'S,149° 45.509'E,-18.1583167,149.7584833,1015.8,46,429.7,22.2,5.2,0,700,
133,818,A,18°  3.767'S,150°  2.533'E,-18.0627833,150.0422167,748.7,1,9.5,9.6,101.1,0,9.6,
133,818,B,18°  3.767'S,150°  2.533'E,-18.0627833,150.0422167,744.8,32,302.9,314.6,103.9,0,302.9,
133,819,A,16° 37.439'S,146° 19.486'E,-16.6239833,146.3247667,565.2,44,400,339.5,84.9,0,400,
133,820,A,16° 38.221'S,146° 18.229'E,-16.6370167,146.3038167,278,17,144.3,146.1,101.3,0,144.3,
133,820,B,16° 38.219'S,146° 18.218'E,-16.6369833,146.3036333,279,44,400,324.9,81.2,0,400,
133,821,A,16° 38.793'S,146° 17.376'E,-16.64655,146.2896,212.7,43,400,382.9,95.7,0,400,
133,821,B,16° 38.794'S,146° 17.366'E,-16.6465667,146.2894333,211.6,20,165.9,167.4,100.9,0,165.9,
133,822,A,16° 25.379'S,146° 12.904'E,-16.4229833,146.2150667,955.2,47,433.9,387.5,89.3,0,433.9,
133,823,A,16° 36.981'S,146° 47.037'E,-16.61635,146.78395,1638.4,13,119.8,123.7,103.3,0,119.8,
133,823,B,16° 36.982'S,146° 47.054'E,-16.6163667,146.7842333,1637.9,84,805.4,754.8,93.7,0,805.4,
133,823,C,16° 36.983'S,146° 47.065'E,-16.6163833,146.7844167,1637.8,24,227,186,82,0,1011,
133,824,A,16° 26.704'S,147° 45.737'E,-16.4450667,147.7622833,1000.4,36,327.3,129.7,39.6,0,377.3,
133,824,B,16° 26.703'S,147° 45.720'E,-16.44505,147.762,1001.9,6,52.5,53.3,101.5,0,52.5,
133,824,C,16° 26.705'S,147° 45.753'E,-16.4450833,147.76255,1000.3,19,183.2,3.2,1.7,0,430.8,
133,824,D,16° 26.690'S,147° 45.753'E,-16.4448333,147.76255,1001.9,10,96.5,1.1,1.1,0,431,
133,825,A,16° 30.948'S,148°  9.457'E,-16.5158,148.1576167,939.4,20,186,54.4,29.2,0,381.5,
133,825,B,16° 30.961'S,148°  9.457'E,-16.5160167,148.1576167,939.3,9,86.8,2.7,3.1,0,466.3,
133,826,A,19° 13.530'S,150°  0.597'E,-19.2255,150.00995,425.3,17,156.4,7.1,4.5,0,250,
134,827,A,15° 17.700'S,166° 21.114'E,-15.295,166.3519,2803.4,15,110.6,100.8,91.1,0,110.6,
134,827,B,15° 17.700'S,166° 21.114'E,-15.295,166.3519,2803.4,31,289.8,119,41.1,0,400.4,
134,828,A,15° 17.280'S,166° 17.040'E,-15.288,166.284,3086.7,15,111.4,101.3,91,0,111.4,
134,828,B,15° 17.280'S,166° 17.040'E,-15.288,166.284,3082,4,39,7.9,20.3,0,129,
134,829,A,15° 18.900'S,166° 20.700'E,-15.315,166.345,2905.2,64,590.3,197.4,33.4,0,590.3,
134,829,B,15° 18.900'S,166° 20.700'E,-15.315,166.345,2909,3,19.5,15.6,79.9,0,19.5,
134,829,C,15° 18.900'S,166° 20.700'E,-15.315,166.345,2910.7,11,58.4,52.7,90.2,0,58.4,
134,830,A,15° 57.000'S,166° 46.800'E,-15.95,166.78,1018.4,11,96.9,53.8,55.5,0,96.9,
134,830,B,15° 57.000'S,166° 46.800'E,-15.95,166.78,1018.4,24,233.2,48.8,20.9,0,281.7,
134,830,C,15° 57.000'S,166° 46.800'E,-15.95,166.78,1008.9,12,115.6,19.4,16.8,0,350.6,
134,831,A,16°  0.540'S,166° 40.320'E,-16.009,166.672,1066.4,15,115.5,25.9,22.4,0,116.5,
134,831,B,16°  0.540'S,166° 40.380'E,-16.009,166.673,1066.4,83,749.6,87.4,11.7,0,852,
134,832,A,14° 47.760'S,167° 34.380'E,-14.796,167.573,3089.3,27,215.9,146.3,67.7,0,215.9,
134,832,B,14° 47.760'S,167° 34.380'E,-14.796,167.573,3089.3,100,962.3,451,46.9,0,1106.7,
134,833,A,14° 52.560'S,167° 52.800'E,-14.876,167.88,2628.5,26,199.5,97.8,49,0,199.5,
134,833,B,14° 52.560'S,167° 52.800'E,-14.876,167.88,2629,99,923.7,519.5,56.2,0,1001.1,
135,834,A,18° 34.056'S,177° 51.738'W,-18.5676,-177.8623,2692.3,20,149.5,113.2,75.7,0,149.5,
135,834,B,18° 34.050'S,177° 51.738'W,-18.5675,-177.8623,2688.4,59,375.5,105.4,28.1,0,435.3,
135,835,A,18° 30.061'S,177° 18.162'W,-18.5010167,-177.3027,2905.7,18,159.5,160.1,100.4,0,159.5,
135,835,B,18° 30.050'S,177° 18.192'W,-18.5008333,-177.3032,2905.6,8,49.8,8.9,17.8,0,183,
135,836,A,20°  8.494'S,176° 30.008'W,-20.1415667,-176.5001333,2455.4,9,38.2,24.5,64,0,38.2,
135,836,B,20°  8.505'S,176° 30.011'W,-20.14175,-176.5001833,2457.7,9,44.8,17,37.9,0,58.3,
135,837,A,20° 13.307'S,176° 49.361'W,-20.2217833,-176.8226833,2752.5,9,84,83.9,99.9,0,84,
135,837,B,20° 13.319'S,176° 49.362'W,-20.2219833,-176.8227,2753,6,34.6,9.1,26.2,0,99.6,
135,838,A,20° 49.618'S,176° 53.402'W,-20.8269667,-176.8900333,2322.8,20,153.8,98.7,64.1,0,153.8,
135,838,B,20° 49.629'S,176° 53.402'W,-20.82715,-176.8900333,2322.7,12,115.2,1.5,1.3,0,259.2,
135,839,A,20° 41.531'S,176° 46.492'W,-20.6921833,-176.7748667,2617.4,25,218.2,98.8,45.3,0,218.2,
135,839,B,20° 42.539'S,176° 46.501'W,-20.7089833,-176.7750167,2617.3,42,356.6,25,7,0,517.2,
135,840,A,22° 13.249'S,175° 44.916'W,-22.2208167,-175.7486,743.3,1,4.5,4.1,91.3,0,4.5,
135,840,B,22° 13.259'S,175° 44.918'W,-22.2209833,-175.7486333,743.3,63,597.3,176.2,29.5,0,597.3,
135,840,C,22° 13.234'S,175° 44.925'W,-22.2205667,-175.74875,743.3,13,123.5,74.8,60.6,0,259.5,
135,841,A,23° 20.746'S,175° 17.871'W,-23.3457667,-175.29785,4809.8,21,186.6,70.2,37.6,0,186.6,
135,841,B,23° 20.741'S,175° 17.872'W,-23.3456833,-175.2978667,4809.8,70,664.4,182.5,27.5,0,834.2,
135,841,C,23° 20.720'S,175° 17.878'W,-23.3453333,-175.2979667,4809.8,0,0,0,,775,775,
136,842,A,19° 20.160'N,159°  5.280'W,19.336,-159.088,4430.2,1,9.5,9.7,101.7,0,9.5,
136,842,B,19° 20.160'N,159°  5.280'W,19.336,-159.088,4430.4,10,72.3,35.7,49.3,0,167.8,
136,842,C,19° 20.160'N,159°  5.340'W,19.336,-159.089,4430.4,0,0,0,,0,237.7,
136,843,A,19° 20.520'N,159°  5.700'W,19.342,-159.095,4411.6,1,9.7,1.4,14.3,0,237.7,
136,843,B,19° 20.520'N,159°  5.700'W,19.342,-159.095,4407.1,4,33.7,12.6,37.4,0,318.2,
136,843,C,19° 20.520'N,159°  5.700'W,19.342,-159.095,4404.4,1,4.2,4.2,100.5,0,4.2,
137,504,B,1° 13.611'N,83° 43.818'W,1.22685,-83.7303,3460,8,48.6,8.8,18,0,1621.5,
138,844,A,7° 55.279'N,90° 28.846'W,7.9213167,-90.4807667,3414.5,1,9.5,9.9,104.6,0,9.5,
138,844,B,7° 55.279'N,90° 28.846'W,7.9213167,-90.4807667,3414.5,31,290.9,289.9,99.7,0,290.9,
138,844,C,7° 55.279'N,90° 28.846'W,7.9213167,-90.4807667,3414.5,19,180.1,189.3,105.1,0,180.1,
138,844,D,7° 55.279'N,90° 28.846'W,7.9213167,-90.4807667,3414.5,1,9.5,10.1,106.5,0,33.5,
138,845,A,9° 34.950'N,94° 35.448'W,9.5825,-94.5908,3704.2,31,291.6,292.6,100.4,0,291.6,
138,845,B,9° 34.931'N,94° 35.376'W,9.5821833,-94.5896,3704.2,21,199.5,195.2,97.9,0,202.6,
138,845,C,9° 34.985'N,94° 35.383'W,9.5830833,-94.5897167,3704.2,3,28.5,28.5,100,0,48.5,
138,846,A,3°  5.696'S,90° 49.078'W,-3.0949333,-90.8179667,3295.6,1,7.2,7.2,100.3,0,7.2,
138,846,B,3°  5.696'S,90° 49.078'W,-3.0949333,-90.8179667,3295.8,45,422.4,373.4,88.4,0,422.4,
138,846,C,3°  5.796'S,90° 49.086'W,-3.0966,-90.8181,3295.8,20,190,193.1,101.6,0,192.5,
138,846,D,3°  5.802'S,90° 49.074'W,-3.0967,-90.8179,3295.8,26,245.9,247.9,100.8,0,249.4,
138,847,A,0° 11.593'N,95° 19.227'W,0.1932167,-95.32045,3334.3,1,9.5,9.5,100.2,0,9.5,
138,847,B,0° 11.593'N,95° 19.227'W,0.1932167,-95.32045,3334.3,27,247,242.2,98.1,0,247,
138,847,C,0° 11.585'N,95° 19.189'W,0.1930833,-95.3198167,3334.3,25,230.3,225.7,98,0,232.3,
138,847,D,0° 11.577'N,95° 19.195'W,0.19295,-95.3199167,3335.2,14,130.1,133.6,102.7,0,130.1,
138,848,A,2° 59.634'S,110° 28.791'W,-2.9939,-110.47985,3853.4,1,9.4,9.5,101.5,0,9.4,
138,848,B,2° 59.634'S,110° 28.791'W,-2.9939,-110.47985,3855.6,12,93.8,97.8,104.2,0,93.8,
138,848,C,2° 59.651'S,110° 28.805'W,-2.9941833,-110.4800833,3855.3,11,94.2,97.7,103.8,0,94.2,
138,848,D,2° 59.660'S,110° 28.808'W,-2.9943333,-110.4801333,3854.4,10,93.9,96.9,103.2,0,93.9,
138,849,A,0° 10.983'N,110° 31.183'W,0.18305,-110.5197167,3837.1,1,8.7,8.7,99.9,0,8.7,
138,849,B,0° 10.983'N,110° 31.183'W,0.18305,-110.5197167,3839.1,37,350.5,343.8,98.1,0,350.5,
138,849,C,0° 10.991'N,110° 31.177'W,0.1831833,-110.5196167,3839.1,11,104.5,105.7,101.1,0,105.5,
138,849,D,0° 10.993'N,110° 31.167'W,0.1832167,-110.51945,3839.1,34,322.7,319.5,99,0,326.7,
138,850,A,1° 17.837'N,110° 31.283'W,1.2972833,-110.5213833,3786.1,8,74.2,77.1,103.9,0,74.2,
138,850,B,1° 17.827'N,110° 31.286'W,1.2971167,-110.5214333,3786.1,42,396.8,393.6,99.2,0,399.8,
138,851,A,2° 46.223'N,110° 34.308'W,2.7703833,-110.5718,3761.3,1,6.5,6.4,99.2,0,6.5,
138,851,B,2° 46.223'N,110° 34.308'W,2.7703833,-110.5718,3760.3,34,320.5,318,99.2,0,320.5,
138,851,C,2° 46.214'N,110° 34.294'W,2.7702333,-110.5715667,3760.3,14,133,136.6,102.7,0,135.5,
138,851,D,2° 46.214'N,110° 34.294'W,2.7702333,-110.5715667,3759.3,2,19,20.1,105.8,0,19,
138,851,E,2° 46.213'N,110° 34.289'W,2.7702167,-110.5714833,3760.3,35,318.4,316.7,99.5,0,318.4,
138,852,A,5° 17.566'N,110°  4.579'W,5.2927667,-110.0763167,3861,1,5.8,5.9,101,0,5.8,
138,852,B,5° 17.566'N,110°  4.579'W,5.2927667,-110.0763167,3859.9,13,113.4,119.7,105.5,0,113.4,
138,852,C,5° 17.551'N,110°  4.562'W,5.2925167,-110.0760333,3859.8,13,117.3,125.6,107.1,0,117.3,
138,852,D,5° 17.550'N,110°  4.537'W,5.2925,-110.0756167,3859.8,12,114,120.6,105.8,0,116,
138,853,A,7° 12.661'N,109° 45.084'W,7.2110167,-109.7514,3714.3,1,9.5,10.1,106.8,0,9.5,
138,853,B,7° 12.661'N,109° 45.084'W,7.2110167,-109.7514,3715.5,9,72.4,77.7,107.3,0,72.4,
138,853,C,7° 12.650'N,109° 45.078'W,7.2108333,-109.7513,3714.8,8,68.2,69.6,102,0,68.2,
138,853,D,7° 12.651'N,109° 45.074'W,7.21085,-109.7512333,3712.5,7,65.8,68.8,104.6,0,65.8,
138,853,E,7° 12.651'N,109° 45.074'W,7.21085,-109.7512333,3713.5,2,18,18.5,102.8,0,18,
138,854,A,11° 13.433'N,109° 35.652'W,11.2238833,-109.5942,3567.9,3,28.7,20.9,72.8,0,28.7,
138,854,B,11° 13.433'N,109° 35.652'W,11.2238833,-109.5942,3567.4,5,45.4,48,105.7,0,45.4,
138,854,C,11° 13.431'N,109° 35.649'W,11.22385,-109.59415,3568.2,6,46,54,117.5,0,46,
139,855,A,48° 26.563'N,128° 38.271'W,48.4427167,-128.63785,2444.8,9,76.4,34,44.5,0,76.4,
139,855,B,48° 26.568'N,128° 38.254'W,48.4428,-128.6375667,2446.3,8,63.3,12.4,19.6,0,63.3,
139,855,C,48° 26.571'N,128° 38.321'W,48.44285,-128.6386833,2443.8,13,111,60.8,54.7,0,111,
139,855,D,48° 26.542'N,128° 38.318'W,48.4423667,-128.6386333,2443.8,6,39.1,2,5.1,0,118.6,
139,856,A,48° 26.201'N,128° 40.838'W,48.4366833,-128.6806333,2395.1,14,115.7,102,88.2,0,115.7,
139,856,B,48° 26.102'N,128° 40.811'W,48.4350333,-128.6801833,2420,16,121.7,108.3,89,0,121.7,
139,856,C,48° 26.042'N,128° 40.855'W,48.4340333,-128.6809167,2437.3,1,2,7.1,353,0,2,
139,856,D,48° 26.026'N,128° 40.855'W,48.4337667,-128.6809167,2438.3,1,5,8.3,166,0,5,
139,856,E,48° 26.009'N,128° 40.855'W,48.4334833,-128.6809167,2436.4,1,2.4,2.4,101.2,0,2.4,
139,856,F,48° 26.018'N,128° 40.863'W,48.4336333,-128.68105,2423.3,3,23.6,0.6,2.4,0,23.6,
139,856,G,48° 26.016'N,128° 40.861'W,48.4336,-128.6810167,2422.8,7,65.4,21.7,33.2,0,65.4,
139,856,H,48° 26.020'N,128° 40.859'W,48.4336667,-128.6809833,2423.8,17,93.8,18.9,20.1,0,93.8,
139,857,A,48° 26.495'N,128° 42.803'W,48.4415833,-128.7133833,2418.3,14,110.3,94.7,85.9,0,112.2,
139,857,B,48° 26.490'N,128° 43.404'W,48.4415,-128.7234,2418.3,3,22.4,23.4,104.6,0,30.5,
139,857,C,48° 26.485'N,128° 42.682'W,48.4414167,-128.7113667,2421.7,68,514.7,169,32.8,0,567.7,
139,857,D,48° 26.517'N,128° 42.651'W,48.44195,-128.71085,2420.6,37,354.7,37.4,10.5,0,936.2,
139,858,A,48° 27.413'N,128° 42.708'W,48.4568833,-128.7118,2409.1,39,339.1,97.8,28.8,0,339.1,
139,858,B,48° 27.336'N,128° 42.545'W,48.4556,-128.7090833,2409.3,9,38.6,31.7,82,0,38.6,
139,858,C,48° 27.336'N,128° 42.660'W,48.4556,-128.711,2416.9,14,91.6,55.5,60.6,0,93.1,
139,858,D,48° 27.374'N,128° 42.530'W,48.4562333,-128.7088333,2415.1,7,40.7,30.4,74.8,0,40.7,
139,858,E,48° 27.368'N,128° 42.531'W,48.4561333,-128.70885,2415.1,0,0,0,,0,38.5,
139,858,F,48° 27.369'N,128° 42.527'W,48.45615,-128.7087833,2415.1,28,269.1,8.2,3,0,296.9,
139,858,G,48° 27.360'N,128° 42.531'W,48.456,-128.70885,2415.1,16,155.8,6.9,4.4,0,432.6,
140,504,B,1° 13.611'N,83° 43.818'W,1.22685,-83.7303,3462.7,55,378.9,47.7,12.6,0,2000.4,
141,859,A,45° 53.760'S,75° 51.168'W,-45.896,-75.8528,2741.2,21,145,53.6,36.9,0,146.5,
141,859,B,45° 53.700'S,75° 51.342'W,-45.895,-75.8557,2748.9,38,365,169.7,46.5,0,476.1,
141,860,A,45° 53.160'S,75° 45.102'W,-45.886,-75.7517,2147.8,1,9.5,9.8,102.9,0,9.5,
141,860,B,45° 53.160'S,75° 45.102'W,-45.886,-75.7517,2145.9,70,617.8,225.8,36.6,0,617.8,
141,861,A,45° 51.000'S,75° 41.532'W,-45.85,-75.6922,1666.2,1,9.5,10,105.3,0,9.5,
141,861,B,45° 51.000'S,75° 41.532'W,-45.85,-75.6922,1671.2,1,9.5,9.9,104.4,0,9.5,
141,861,C,45° 51.000'S,75° 41.532'W,-45.85,-75.6922,1662.2,41,353.1,202.2,57.3,0,353.1,
141,861,D,45° 51.000'S,75° 41.502'W,-45.85,-75.6917,1640.9,16,154,40.7,26.4,0,496.3,
141,862,A,46° 30.480'S,75° 49.602'W,-46.508,-75.8267,1274.9,5,22.1,21.5,97.1,0,22.1,
141,862,B,46° 30.480'S,75° 49.602'W,-46.508,-75.8267,1268.6,3,25.4,6.1,24,0,42.9,
141,862,C,46° 30.540'S,75° 49.566'W,-46.509,-75.8261,1228.6,8,62.1,1.5,2.4,0,102.1,
141,863,A,46° 14.220'S,75° 46.374'W,-46.237,-75.7729,2564.2,31,297.3,75.4,25.4,0,297.3,
141,863,B,46° 14.220'S,75° 46.374'W,-46.237,-75.7729,2564.2,49,445.6,192.9,43.3,0,742.9,
142,864,A,9° 30.852'N,104° 14.640'W,9.5142,-104.244,2571.2,5,8.6,9.5,110.5,0,15,
142,864,B,9° 30.852'N,104° 14.640'W,9.5142,-104.244,2572.4,1,0.1,0,0,0,3,
142,864,C,9° 30.851'N,104° 14.655'E,9.5141833,104.24425,2572.4,1,6.8,0,0,0,6.8,
143,865,A,18° 26.412'N,179° 33.336'W,18.4402,-179.5556,1518.4,94,870.9,131.6,15.1,0,870.9,
143,865,B,18° 26.418'N,179° 33.348'W,18.4403,-179.5558,1516.2,19,165.5,123.7,74.7,0,165.5,
143,865,C,18° 26.424'N,179° 33.336'W,18.4404,-179.5556,1517.4,15,136.3,114.1,83.7,0,136.3,
143,866,A,21° 19.956'N,174° 18.846'E,21.3326,174.3141,1361.8,188,1743.6,268.4,15.4,0,1743.6,
143,866,B,21° 19.950'N,174° 18.870'E,21.3325,174.3145,1346.1,13,117.4,23.2,19.7,0,117.4,
143,867,A,21° 20.964'N,174° 18.552'E,21.3494,174.3092,1352.2,1,10,0.1,0.7,0,10,
143,867,B,21° 20.958'N,174° 18.570'E,21.3493,174.3095,1352.2,14,76.8,22.5,29.2,0,76.8,
143,868,A,21° 21.174'N,174° 18.564'E,21.3529,174.3094,1385,5,20.3,9.4,46.3,0,20.3,
143,869,A,11°  0.012'N,164° 44.970'E,11.0002,164.7495,4826.7,18,166.5,129.3,77.6,0,166.5,
143,869,B,11°  0.012'N,164° 45.018'E,11.0002,164.7503,4826.7,68,656.2,242.5,37,0,796.2,
143,870,A,11° 20.832'N,162° 15.780'E,11.3472,162.263,38.6,1,0.2,0.2,95,0,0.2,
143,870,B,11° 20.832'N,162° 15.780'E,11.3472,162.263,37.5,3,31.3,0.4,1.3,0,31.3,
144,871,A,5° 33.432'N,172° 20.658'E,5.5572,172.3443,1254.6,17,151.9,126.1,83,0,151.9,
144,871,B,5° 33.438'N,172° 20.658'E,5.5573,172.3443,1254,17,152.4,103.9,68.2,0,152.4,
144,871,C,5° 33.438'N,172° 20.658'E,5.5573,172.3443,1254.6,41,376,55,14.6,0,500,
144,872,A,10°  5.850'N,162° 51.960'E,10.0975,162.866,1083.6,18,144,123.6,85.9,0,144,
144,872,B,10°  5.808'N,162° 51.996'E,10.0968,162.8666,1083.6,9,86.3,26,30.1,0,192.5,
144,872,C,10°  5.862'N,162° 52.002'E,10.0977,162.8667,1082.1,18,148,145.7,98.5,0,148,
144,873,A,11° 53.796'N,164° 55.188'E,11.8966,164.9198,1335,21,178,35.7,20.1,0,232.3,
144,873,B,11° 53.838'N,164° 55.230'E,11.8973,164.9205,1334,10,69,53.8,78,0,69,
144,874,A,12°  0.216'N,164° 56.388'E,12.0036,164.9398,1374.9,1,7,1.5,21.4,0,7,
144,874,B,12°  0.228'N,164° 56.388'E,12.0038,164.9398,1374.9,24,193.5,32.3,16.7,0,193.5,
144,875,A,12°  0.756'N,164° 56.466'E,12.0126,164.9411,1410.8,1,11.2,0.2,2.2,0,11.2,
144,875,B,12°  0.756'N,164° 56.466'E,12.0126,164.9411,1409.8,4,40,2,4.9,0,40,
144,875,C,12°  0.756'N,164° 56.466'E,12.0126,164.9411,1408.8,16,133,17.6,13.2,0,133,
