Leg,Site,Hole,Latitude,Longitude,Latitude (decimal degrees),Longitude (decimal degrees),Water Depth (mbsl),Number of Cores,Interval Cored (m),Core Recovered (m),% Recovered,Drilled (m),Penetration (m),Comment
159,962,A,3° 15.077'N,3° 10.921'W,3.2512833,-3.1820167,4637.2,1,3.7,3.7,100.3,0,3.7,
159,962,B,3° 15.063'N,3° 10.919'W,3.25105,-3.1819833,4637.3,13,100,85.6,85.6,0,100,
159,962,C,3° 15.057'N,3° 10.943'W,3.25095,-3.1823833,4627.6,4,40.4,0.6,1.4,0,102.4,
159,962,D,3° 15.082'N,3° 10.898'W,3.2513667,-3.1816333,4645.3,37,316.4,92.8,29.3,0,393.5,
160,963,A,37°  1.938'N,13° 10.896'E,37.0323,13.1816,470.5,25,199.4,203.1,101.8,0,199.4,
160,963,B,37°  2.004'N,13° 10.830'E,37.0334,13.1805,470,24,207,206.2,99.6,0,207,
160,963,C,37°  2.076'N,13° 10.758'E,37.0346,13.1793,469,6,57,57.9,101.6,0,57,
160,963,D,37°  2.148'N,13° 10.686'E,37.0358,13.1781,469.1,1,8.4,8.4,99.9,0,8.4,
160,964,A,36° 15.623'N,17° 44.990'E,36.2603833,17.7498333,3657.7,11,101.8,106.1,104.2,0,101.8,
160,964,B,36° 15.623'N,17° 45.000'E,36.2603833,17.75,3658.3,11,102,105.3,103.2,0,102,
160,964,C,36° 15.627'N,17° 45.007'E,36.26045,17.7501167,3660.3,12,105.1,106.5,101.3,0,105.1,
160,964,D,36° 15.632'N,17° 45.000'E,36.2605333,17.75,3660.3,12,108.6,112.2,103.3,0,108.6,
160,964,E,36° 15.647'N,17° 44.999'E,36.2607833,17.7499833,3660.9,6,53,54.3,102.5,0,85.5,
160,964,F,36° 15.638'N,17° 45.025'E,36.2606333,17.7504167,3657.3,3,28.1,27.9,99.4,0,28.1,
160,965,A,33° 55.080'N,32° 42.785'E,33.918,32.7130833,1506.6,27,250.4,42.8,17.1,0,250.4,
160,966,A,33° 47.799'N,32° 42.095'E,33.79665,32.7015833,926.6,13,106.8,73.2,68.5,0,106.8,
160,966,B,33° 47.765'N,32° 42.090'E,33.7960833,32.7015,926.6,16,146,96.5,66.1,0,146,
160,966,C,33° 47.779'N,32° 42.089'E,33.7963167,32.7014833,925.9,17,127,101.6,80,0,127,
160,966,D,33° 47.790'N,32° 42.048'E,33.7965,32.7008,926.3,20,136.5,105.9,77.6,0,136.5,
160,966,E,33° 47.800'N,32° 42.048'E,33.7966667,32.7008,926.3,1,8.5,8.5,99.8,0,8.5,
160,966,F,33° 47.858'N,32° 42.093'E,33.7976333,32.70155,922.9,31,297,65.9,22.2,0,356,
160,967,A,34°  4.098'N,32° 43.523'E,34.0683,32.7253833,2553,16,141.3,142.1,100.6,0,141.3,
160,967,B,34°  4.094'N,32° 43.526'E,34.0682333,32.7254333,2555,14,121.5,126.6,104.2,0,121.5,
160,967,C,34°  4.270'N,32° 43.528'E,34.0711667,32.7254667,2552.8,13,114.4,119.6,104.5,0,114.4,
160,967,D,34°  4.253'N,32° 43.531'E,34.0708833,32.7255167,2551.6,2,16.2,16.9,104.3,0,16.2,
160,967,E,34°  4.106'N,32° 43.525'E,34.0684333,32.7254167,2552.7,51,488.4,72.3,14.8,0,600.3,
160,967,F,34°  4.250'N,32° 43.530'E,34.0708333,32.7255,2551.6,1,9.5,9.9,103.9,0,9.5,
160,968,A,34° 19.900'N,32° 45.065'E,34.3316667,32.7510833,1961,34,302.7,241.5,79.8,0,302.7,
160,968,B,34° 19.919'N,32° 45.070'E,34.3319833,32.7511667,1962.6,2,14.9,15.4,103.7,0,14.9,
160,968,C,34° 19.976'N,32° 45.211'E,34.3329333,32.7535167,1964.1,2,15.4,15.8,102.3,0,15.4,
160,969,A,33° 50.399'N,24° 53.065'E,33.8399833,24.8844167,2200.3,13,108.3,111.4,102.9,0,108.3,
160,969,B,33° 50.469'N,24° 52.978'E,33.84115,24.8829667,2202.1,11,97.9,100.2,102.3,0,97.9,
160,969,C,33° 50.323'N,24° 53.005'E,33.8387167,24.8834167,2195.5,1,9.5,10,105.1,0,9.5,
160,969,D,33° 50.319'N,24° 53.000'E,33.83865,24.8833333,2192.1,13,116.2,118.5,102,0,116.2,
160,969,E,33° 50.462'N,24° 52.981'E,33.8410333,24.8830167,2201.1,11,97.9,100.2,102.4,0,97.9,
160,969,F,33° 50.475'N,24° 52.962'E,33.84125,24.8827,2198.5,2,19,19.5,102.4,0,19,
160,970,A,33° 44.194'N,24° 48.120'E,33.7365667,24.802,2075.5,22,201.4,50.5,25.1,0,201.4,
160,970,B,33° 44.214'N,24° 48.694'E,33.7369,24.8115667,2078.6,5,47.5,48.7,102.5,0,47.5,
160,970,C,33° 44.134'N,24° 47.457'E,33.7355667,24.79095,2036.9,5,35.6,17,47.7,0,35.6,
160,970,D,33° 44.042'N,24° 46.613'E,33.7340333,24.7768833,1953.3,5,42.8,44.2,103.2,0,42.8,
160,971,A,33° 42.190'N,24° 42.814'E,33.7031667,24.7135667,2026.1,12,105.9,58.8,55.5,0,105.9,
160,971,B,33° 42.817'N,24° 42.108'E,33.7136167,24.7018,2140.9,22,203.5,64.2,31.5,0,203.5,
160,971,C,33° 42.818'N,24° 42.108'E,33.7136333,24.7018,2140.9,2,16.7,17.2,103.3,0,16.7,
160,971,D,33° 43.437'N,24° 41.276'E,33.72395,24.6879333,1933.1,5,46,47.5,103.3,0,46,
160,971,E,33° 43.621'N,24° 40.839'E,33.7270167,24.68065,1943.6,3,28.5,29.5,103.6,0,28.5,
160,972,A,35° 46.797'N,18° 43.515'E,35.77995,18.72525,3930.6,10,95.4,93.5,98.1,0,95.4,
160,972,B,35° 46.802'N,18° 43.524'E,35.7800333,18.7254,3930.6,0,0,0,,60.1,60.1,
160,973,A,35° 46.820'N,18° 56.889'E,35.7803333,18.94815,3695,17,148.5,86.8,58.4,0,148.5,
160,973,B,35° 46.813'N,18° 56.889'E,35.7802167,18.94815,3698.5,1,9.5,9.6,101.3,0,9.5,
160,973,C,35° 46.822'N,18° 56.889'E,35.7803667,18.94815,3695.4,1,9.5,9.7,102.4,0,9.5,
160,973,D,35° 46.821'N,18° 56.892'E,35.78035,18.9482,3694,9,75,64.1,85.5,0,152.6,
160,973,E,35° 46.822'N,18° 56.881'E,35.7803667,18.9480167,3693.8,2,19,19.8,104.3,0,32,
161,974,A,40° 21.364'N,12°  8.506'E,40.3560667,12.1417667,3458.8,1,9.5,9.8,103.3,0,14.5,
161,974,B,40° 21.362'N,12°  8.515'E,40.3560333,12.1419167,3453.9,22,203.7,208.2,102.2,0,203.7,
161,974,C,40° 21.348'N,12°  8.534'E,40.3558,12.1422333,3453.3,22,204.5,199.9,97.7,0,204.5,
161,974,D,40° 21.357'N,12°  8.529'E,40.35595,12.14215,3454,18,163,170.5,104.6,0,163,
161,975,A,38° 53.795'N,4° 30.587'E,38.8965833,4.5097833,2416.7,1,9.5,9.9,104.4,0,9.5,
161,975,B,38° 53.786'N,4° 30.596'E,38.8964333,4.5099333,2415.5,34,317.1,299,94.3,0,317.1,
161,975,C,38° 53.795'N,4° 30.596'E,38.8965833,4.5099333,2415.1,34,313.7,307.7,98.1,0,313.7,
161,975,D,38° 53.805'N,4° 30.605'E,38.89675,4.5100833,2415.1,16,149.9,157,104.8,0,149.9,
161,976,A,36° 12.318'N,4° 18.800'W,36.2053,-4.3133333,1107.5,1,5.9,5.9,100.3,0,5.9,
161,976,B,36° 12.313'N,4° 18.763'W,36.2052167,-4.3127167,1108,106,928.7,535.5,57.7,0,928.7,
161,976,C,36° 12.313'N,4° 18.735'W,36.2052167,-4.31225,1108.2,40,379.7,340.2,89.6,0,379.7,
161,976,D,36° 12.330'N,4° 18.744'W,36.2055,-4.3124,1107.6,4,30,30.8,102.6,0,30,
161,976,E,36° 12.323'N,4° 18.744'W,36.2053833,-4.3124,1107.6,28,192.5,64.8,33.7,0,736.3,
161,977,A,36°  1.907'N,1° 57.319'W,36.0317833,-1.9553167,1984,63,598.5,545.5,91.1,0,598.5,
161,978,A,36° 13.867'N,2°  3.424'W,36.2311167,-2.0570667,1929.4,53,504.2,406.7,80.7,0,698,
161,979,A,35° 43.427'N,3° 12.353'W,35.7237833,-3.2058833,1062.1,62,580.9,583.1,100.4,0,580.9,
162,907,B,69° 14.982'N,12° 41.898'W,69.2497,-12.6983,1802,23,211.7,219.6,103.7,0,211.7,
162,907,C,69° 13.998'N,12° 41.898'W,69.2333,-12.6983,1801,23,215.1,220.2,102.4,0,215.1,
162,980,A,55° 29.087'N,14° 42.134'W,55.4847833,-14.7022333,2172.2,12,113.9,117.6,103.3,0,113.9,
162,980,B,55° 29.094'N,14° 42.137'W,55.4849,-14.7022833,2168.4,13,118.2,122.5,103.6,0,118.2,
162,980,C,55° 29.103'N,14° 42.128'W,55.48505,-14.7021333,2168,14,121.6,126.6,104.1,0,121.6,
162,981,A,55° 28.631'N,14° 39.052'W,55.4771833,-14.6508667,2173.1,34,320,327.5,102.3,0,320,
162,981,B,55° 28.642'N,14° 39.049'W,55.4773667,-14.6508167,2173.1,24,220.9,227.3,102.9,0,220.9,
162,981,C,55° 28.646'N,14° 39.045'W,55.4774333,-14.65075,2171.8,30,281.2,293.8,104.5,0,281.2,
162,982,A,57° 30.992'N,15° 52.001'W,57.5165333,-15.8666833,1135.3,27,248.7,253.2,101.8,0,248.7,
162,982,B,57° 31.002'N,15° 51.993'W,57.5167,-15.86655,1134,65,614.9,488.5,79.4,0,614.9,
162,982,C,57° 31.009'N,15° 51.992'W,57.5168167,-15.8665333,1133.7,27,250.8,256.5,102.3,0,250.8,
162,982,D,57° 31.009'N,15° 51.992'W,57.5168167,-15.8665333,1133.7,1,9.5,9.8,102.9,0,29.5,
162,983,A,60° 24.200'N,23° 38.437'W,60.4033333,-23.6406167,1983,27,254.4,264.4,103.9,0,254.4,
162,983,B,60° 24.210'N,23° 38.437'W,60.4035,-23.6406167,1982.7,27,251.7,261.8,104,0,251.7,
162,983,C,60° 24.218'N,23° 38.443'W,60.4036333,-23.6407167,1985,28,260.4,271.8,104.4,0,260.4,
162,984,A,61° 25.507'N,24°  4.939'W,61.4251167,-24.0823167,1649.3,19,176.1,180.2,102.3,0,176.1,
162,984,B,61° 25.517'N,24°  4.949'W,61.4252833,-24.0824833,1647.8,53,503.7,458.3,91,0,503.7,
162,984,C,61° 25.524'N,24°  4.951'W,61.4254,-24.0825167,1648.5,31,290.4,296,101.9,0,290.4,
162,984,D,61° 25.528'N,24°  4.957'W,61.4254667,-24.0826167,1647.9,12,112.9,115.2,102.1,0,270.7,
162,985,A,66° 56.490'N,6° 27.012'W,66.9415,-6.4502,2787.6,62,587.9,553.4,94.1,0,587.9,
162,985,B,66° 56.498'N,6° 27.001'W,66.9416333,-6.4500167,2787.8,14,126.9,129.4,102,0,126.9,
162,986,A,77° 20.438'N,9°  4.661'E,77.3406333,9.0776833,2051.5,24,206,181.3,88,0,206,
162,986,B,77° 20.431'N,9°  4.664'E,77.3405167,9.0777333,2053.1,2,15.5,15.1,97.4,0,15.5,
162,986,C,77° 20.431'N,9°  4.664'E,77.3405167,9.0777333,2051.5,44,408,229.8,56.3,0,408,
162,986,D,77° 20.408'N,9°  4.654'E,77.3401333,9.0775667,2051.5,60,576.8,241.6,41.9,0,964.6,
162,987,A,70° 29.796'N,17° 56.243'W,70.4966,-17.9373833,1671.6,22,199.3,173,86.8,0,199.3,
162,987,B,70° 29.798'N,17° 56.216'W,70.4966333,-17.9369333,1671.9,11,99.2,74.2,74.8,0,99.2,
162,987,C,70° 29.787'N,17° 56.188'W,70.49645,-17.9364667,1670.5,5,43.6,44.9,103,0,43.6,
162,987,D,70° 29.798'N,17° 56.178'W,70.4966333,-17.9363,1672.8,42,373,268.5,72,0,373,
162,987,E,70° 29.787'N,17° 56.188'W,70.49645,-17.9364667,1672.7,52,496.1,308.8,62.2,0,859.4,
163,988,A,65° 42.255'N,34° 52.262'W,65.70425,-34.8710333,262.6,5,32,9.6,30,0,32,
163,989,A,63° 31.355'N,39° 54.113'W,63.5225833,-39.9018833,459.5,3,21.4,16,74.9,0,21.4,
163,989,B,63° 31.355'N,39° 54.110'W,63.5225833,-39.9018333,459.5,14,80.2,74,92.2,0,84.2,
163,990,A,63° 28.372'N,39° 46.808'W,63.4728667,-39.7801333,541.5,24,180.7,105,58.1,0,342.7,
164,991,A,32° 59.018'N,75° 55.801'W,32.9836333,-75.9300167,2567.5,6,56.6,58.6,103.5,0,56.6,
164,991,B,32° 59.018'N,75° 55.796'W,32.9836333,-75.9299333,2567.5,2,2,1,52,0,51,
164,992,A,32° 58.542'N,75° 54.961'W,32.9757,-75.9160167,2586.9,6,50.3,52.6,104.6,0,50.3,
164,993,A,32° 57.779'N,75° 53.685'W,32.9629833,-75.89475,2641.8,6,51.9,45.7,88.1,0,51.9,
164,994,A,31° 47.141'N,75° 32.751'W,31.7856833,-75.54585,2797.6,4,36.4,37.3,102.4,0,36.4,
164,994,B,31° 47.139'N,75° 32.740'W,31.78565,-75.5456667,2797.6,1,6.9,6.9,100.6,0,6.9,
164,994,C,31° 47.139'N,75° 32.753'W,31.78565,-75.5458833,2799.1,84,703.5,501.5,71.3,0,703.5,
164,994,D,31° 47.142'N,75° 32.750'W,31.7857,-75.5458333,2799.1,9,86.2,69.4,80.5,0,415,
164,995,A,31° 48.210'N,75° 31.343'W,31.8035,-75.5223833,2778.5,83,704.5,478.7,68,0,704.5,
164,995,B,31° 48.217'N,75° 31.336'W,31.8036167,-75.5222667,2776.9,14,104.4,61.3,58.7,0,456.3,
164,996,A,32° 29.633'N,76° 11.454'W,32.4938833,-76.1909,2169.6,9,63,17.3,27.4,0,63,
164,996,B,32° 29.634'N,76° 11.455'W,32.4939,-76.1909167,2172.7,1,3.4,3.4,100,0,3.4,
164,996,C,32° 29.638'N,76° 11.455'W,32.4939667,-76.1909167,2170.7,2,2.6,2.6,100.4,0,2.6,
164,996,D,32° 29.634'N,76° 11.478'W,32.4939,-76.1913,2169.6,7,52.2,15.6,29.8,0,52.2,
164,996,E,32° 29.632'N,76° 11.428'W,32.4938667,-76.1904667,2170,8,62.3,44.5,71.4,0,62.3,
164,997,A,31° 50.588'N,75° 28.118'W,31.8431333,-75.4686333,2770.1,55,434.3,342.7,78.9,0,434.3,
164,997,B,31° 50.598'N,75° 28.110'W,31.8433,-75.4685,2770.1,47,364.6,242.8,66.6,0,750,
165,998,A,19° 29.377'N,82° 56.166'W,19.4896167,-82.9361,3179.9,67,637.6,440.9,69.1,0,637.6,
165,998,B,19° 29.387'N,82° 56.160'W,19.4897833,-82.936,3179.8,37,346.5,287.9,83.1,0,904.8,
165,999,A,12° 44.639'N,78° 44.360'W,12.7439833,-78.7393333,2827.9,61,566.1,534.8,94.5,0,566.1,
165,999,B,12° 44.597'N,78° 44.418'W,12.7432833,-78.7403,2827.8,63,523,398,76.1,0,1066.4,
165,1000,A,16° 33.223'N,79° 52.044'W,16.5537167,-79.8674,915.9,59,553.2,538.3,97.3,0,553.2,
165,1000,B,16° 33.219'N,79° 52.046'W,16.55365,-79.8674333,915.8,22,211.4,142.1,67.2,0,695.9,
